mrp;price;product_category;rating;review_count;Nylon;Rayon;Spandex;polyester;Cotton;Modal;Elastane
47.99 ;47.99 ;Bras;4.4;754;100;0;0;0;0;0;0
60.00 ;60.00 ;Bras;4.4;754;82;0;18;0;0;0;0
69.96 ;69.96 ;Bras;4.2;107;0;0;10;90;0;0;0
46.00 ;46.00 ;Bras;4.3;468;71;0;29;0;0;0;0
60.00 ;60.00 ;Bras;4.4;754;100;0;0;0;0;0;0
68.00 ;68.00 ;Bras;4.2;247;80;0;20;0;0;0;0
38.00 ;14.66 ;Bras;4.3;377;86;0;14;0;0;0;0
38.00 ;19.95 ;Bras;3.8;31;71;0;0;0;0;0;29.5
48.00 ;29.99 ;Bras;4.4;381;82;0;18;0;0;0;0
38.00 ;38.00 ;Bras;4.5;19;79;0;0;0;0;0;21
72.00 ;49.99 ;Bras;3.8;98;72;0;28;0;0;0;0
38.00 ;22.09 ;Bras;4.3;377;86;0;14;0;0;0;0
38.00 ;38.00 ;Bras;4.3;377;86;0;14;0;0;0;0
18.00 ;18.00 ;Bras;4;511;89;0;11;0;0;0;0
65.00 ;45.76 ;Bras;4.4;1143;80;0;20;0;0;0;0
60.00 ;60.00 ;Bras;4.4;754;100;0;0;0;0;0;0
48.00 ;48.00 ;Bras;4.4;754;100;0;0;0;0;0;0
44.00 ;44.00 ;Bras;4.1;19;88;0;12;0;0;0;0
44.00 ;39.60 ;Bras;4.1;89;83;0;0;0;0;0;17
42.00 ;42.00 ;Bras;3.8;193;70;0;0;0;0;0;30
56.00 ;39.99 ;Bras;4.4;90;82;0;18;0;0;0;0
48.00 ;48.00 ;Bras;4.4;754;100;0;0;0;0;0;0
55.00 ;55.00 ;Bras;4;2;0;0;15;85;0;0;0
36.00 ;36.00 ;Bras;4.6;61;72;0;0;0;0;0;28
55.00 ;55.00 ;Bras;4.2;585;0;0;15;85;0;0;0
38.00 ;38.00 ;Bras;3.8;31;71;0;0;0;0;0;29.5
22.00 ;16.97 ;Panties;4.4;15;0;0;0;0;92;0;8
27.30 ;27.30 ;Panties;4.3;408;0;0;0;0;95;0;5
72.00 ;72.00 ;Bras;3.8;98;72;0;28;0;0;0;0
35.10 ;35.10 ;Bras;4.6;61;72;0;0;0;0;0;28
65.00 ;65.00 ;Bras;4.4;1143;80;0;20;0;0;0;0
55.00 ;11.95 ;Bras;4.2;585;0;0;15;85;0;0;0
50.00 ;50.00 ;Bras;4.1;468;0;0;0;100;0;0;0
44.00 ;39.60 ;Bras;4.1;89;83;0;0;0;0;0;17
50.00 ;45.00 ;Bras;4.3;410;41;0;11;48;0;0;0
27.00 ;24.05 ;Panties;4.5;23;82;0;18;0;0;0;0
65.00 ;25.63 ;Bras;4.2;107;0;0;10;90;0;0;0
38.00 ;19.99 ;Bras;4.3;377;86;0;14;0;0;0;0
60.00 ;60.00 ;Bras;4.4;754;82;0;18;0;0;0;0
22.00 ;22.00 ;Panties;4.8;5;43;0;9;48;0;0;0
50.00 ;28.42 ;Bras;4.3;410;41;0;11;48;0;0;0
64.41 ;64.41 ;Bras;4.3;1855;80;0;20;0;0;0;0
46.00 ;39.20 ;Bras;4.3;468;72;0;0;0;0;0;28
34.99 ;34.99 ;Bras;3.8;98;72;0;28;0;0;0;0
60.00 ;54.60 ;Bras;4.4;754;100;0;0;0;0;0;0
46.00 ;46.00 ;Bras;4.3;468;71;0;29;0;0;0;0
60.00 ;60.00 ;Bras;4.4;754;82;0;18;0;0;0;0
55.00 ;32.00 ;Bras;4.2;585;0;0;15;85;0;0;0
55.00 ;11.95 ;Bras;4.2;585;0;0;15;85;0;0;0
65.00 ;65.00 ;Bras;4.3;1855;80;0;20;0;0;0;0
65.00 ;59.15 ;Bras;4.2;107;0;0;10;90;0;0;0
60.00 ;60.00 ;Bras;4.4;754;82;0;18;0;0;0;0
60.00 ;60.00 ;Bras;4.1;136;81;0;19;0;0;0;0
55.00 ;11.95 ;Bras;4.2;585;0;0;15;85;0;0;0
55.00 ;11.95 ;Bras;4.2;585;0;0;15;85;0;0;0
65.00 ;45.50 ;Bras;4.3;1855;80;0;20;0;0;0;0
38.00 ;14.66 ;Bras;4.3;377;86;0;14;0;0;0;0
55.00 ;55.00 ;Bras;4;2;0;0;15;85;0;0;0
60.00 ;60.00 ;Bras;4.4;754;82;0;18;0;0;0;0
60.00 ;60.00 ;Bras;4.4;754;82;0;18;0;0;0;0
60.00 ;60.00 ;Bras;4.1;136;81;0;19;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1143;85;0;15;0;0;0;0
38.00 ;38.00 ;Bras;3.8;31;71;0;0;0;0;0;29.5
46.00 ;46.00 ;Bras;4.4;381;82;0;18;0;0;0;0
65.00 ;65.00 ;Bras;4.4;813;91;0;9;0;0;0;0
60.00 ;51.00 ;Bras;4.4;754;82;0;18;0;0;0;0
65.00 ;65.00 ;Bras;4.3;1855;80;0;20;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1143;80;0;20;0;0;0;0
38.00 ;38.00 ;Bras;4.3;377;100;0;0;0;0;0;0
67.96 ;67.96 ;Bras;4.3;1855;80;0;20;0;0;0;0
38.00 ;21.89 ;Bras;4.3;377;86;0;14;0;0;0;0
46.00 ;41.40 ;Bras;4.3;468;71;0;29;0;0;0;0
50.00 ;50.00 ;Bras;4.3;410;54;0;13;33;0;0;0
38.00 ;38.00 ;Bras;4.3;377;86;0;14;0;0;0;0
38.00 ;18.95 ;Bras;4.3;377;86;0;14;0;0;0;0
38.00 ;25.99 ;Bras;4.3;377;86;0;14;0;0;0;0
68.00 ;34.35 ;Bras;4.2;94;70;0;30;0;0;0;0
64.90 ;64.90 ;Bras;4.3;1855;80;0;20;0;0;0;0
48.00 ;48.00 ;Bras;4.4;381;82;0;18;0;0;0;0
44.00 ;44.00 ;Bras;4.1;19;88;0;12;0;0;0;0
38.00 ;25.99 ;Bras;4.3;377;86;0;14;0;0;0;0
58.58 ;58.58 ;Bras;4.4;754;100;0;0;0;0;0;0
42.00 ;37.80 ;Bras;3.8;193;67;0;33;0;0;0;0
60.00 ;60.00 ;Bras;4.4;754;100;0;0;0;0;0;0
60.00 ;52.07 ;Bras;4.4;754;100;0;0;0;0;0;0
38.00 ;28.56 ;Bras;4.3;377;86;0;14;0;0;0;0
60.00 ;60.00 ;Bras;4.4;754;82;0;18;0;0;0;0
68.00 ;29.51 ;Bras;4.2;94;70;0;30;0;0;0;0
22.00 ;16.25 ;Panties;4.4;401;0;0;12;0;53;35;0
55.00 ;55.00 ;Bras;4.2;585;0;0;15;85;0;0;0
68.00 ;30.08 ;Bras;4.2;94;70;0;30;0;0;0;0
55.00 ;11.95 ;Bras;4.2;585;0;0;15;85;0;0;0
68.00 ;33.26 ;Bras;4.2;94;70;0;30;0;0;0;0
60.00 ;60.00 ;Bras;4.4;754;100;0;0;0;0;0;0
55.00 ;32.00 ;Bras;4.2;585;0;0;15;85;0;0;0
50.00 ;50.00 ;Bras;4.2;961;85;0;15;0;0;0;0
48.00 ;48.00 ;Bras;4.4;381;82;0;18;0;0;0;0
65.00 ;53.95 ;Bras;4.2;107;0;0;10;90;0;0;0
65.00 ;65.00 ;Bras;4.4;1143;85;0;15;0;0;0;0
65.00 ;54.97 ;Bras;4.2;107;0;0;10;90;0;0;0
34.98 ;34.98 ;Bras;4.6;61;72;0;0;0;0;0;28
50.00 ;37.00 ;Bras;4.2;961;85;0;15;0;0;0;0
55.00 ;55.00 ;Bras;4.2;585;0;0;15;85;0;0;0
27.00 ;24.05 ;Panties;4.5;23;82;0;18;0;0;0;0
65.00 ;65.00 ;Bras;4.3;1855;80;0;20;0;0;0;0
50.00 ;25.99 ;Bras;4.3;410;41;0;11;48;0;0;0
65.00 ;65.00 ;Bras;4.3;1855;80;0;20;0;0;0;0
38.00 ;21.99 ;Bras;4.3;377;86;0;14;0;0;0;0
65.00 ;54.74 ;Bras;4.2;107;0;0;10;90;0;0;0
50.00 ;20.32 ;Bras;4.3;410;41;0;11;48;0;0;0
27.00 ;27.00 ;Panties;4.3;94;41;0;11;48;0;0;0
50.00 ;50.00 ;Bras;4.2;961;85;0;15;0;0;0;0
22.00 ;17.60 ;Panties;4.3;14;0;0;0;0;92;0;8
56.00 ;56.00 ;Bras;4.5;179;84;0;16;0;0;0;0
27.00 ;27.00 ;Panties;4.3;94;41;0;11;48;0;0;0
34.82 ;34.82 ;Panties;3.9;90;72;0;0;0;0;0;28
22.00 ;22.00 ;Panties;4.8;5;43;0;9;48;0;0;0
13.00 ;8.99 ;Panties;4.2;121;79;0;0;0;0;0;21
20.00 ;14.99 ;Panties;4.7;530;0;0;0;0;53;35;12
22.00 ;13.99 ;Panties;4.4;399;0;0;12;0;53;35;0
27.00 ;27.00 ;Panties;4.3;94;41;0;11;48;0;0;0
12.00 ;9.49 ;Panties;4.2;121;82;0;0;0;0;0;18
13.00 ;8.99 ;Panties;4.2;121;82;0;0;0;0;0;18
27.00 ;27.00 ;Panties;4.5;23;82;0;18;0;0;0;0
25.00 ;25.00 ;Panties;4.2;32;72;0;28;0;0;0;0
33.00 ;33.00 ;Panties;3.8;12;72;0;0;0;0;0;28
27.00 ;27.00 ;Panties;4;46;100;0;0;0;0;0;0
27.00 ;27.00 ;Panties;4.3;94;82;0;18;0;0;0;0
11.00 ;11.00 ;Panties;4.4;71;100;0;0;0;0;0;0
27.00 ;27.00 ;Panties;4.5;23;82;0;18;0;0;0;0
33.00 ;27.50 ;Panties;3.9;90;72;0;0;0;0;0;28
7.51 ;7.51 ;Panties;4.2;121;82;0;0;0;0;0;18
22.00 ;22.00 ;Panties;4.8;5;43;0;9;48;0;0;0
20.00 ;10.49 ;Panties;4.7;530;0;0;0;0;53;35;12
29.99 ;29.99 ;Panties;4;46;100;0;0;0;0;0;0
56.00 ;49.89 ;Bras;4.5;179;100;0;0;0;0;0;0
12.00 ;8.68 ;Panties;4.2;121;82;0;0;0;0;0;18
20.00 ;9.99 ;Panties;4.7;530;0;0;0;0;53;35;12
20.00 ;9.99 ;Panties;4.7;530;0;0;0;0;53;35;12
56.00 ;56.00 ;Bras;4.5;179;100;0;0;0;0;0;0
20.00 ;9.99 ;Panties;4.7;530;0;0;0;0;53;35;12
13.00 ;6.49 ;Panties;4.2;121;79;0;0;0;0;0;21
25.00 ;25.00 ;Panties;4.2;32;78;0;22;0;0;0;0
56.00 ;56.00 ;Bras;4.5;179;100;0;0;0;0;0;0
22.00 ;22.00 ;Panties;4.4;399;0;0;0;0;53;35;12
22.00 ;17.60 ;Panties;4.4;399;0;0;0;0;53;35;12
25.00 ;25.00 ;Panties;4.2;32;72;0;28;0;0;0;0
39.00 ;15.99 ;Panties;4.3;47;88;0;0;0;0;0;12
27.00 ;27.00 ;Panties;4.3;94;41;0;11;48;0;0;0
19.00 ;15.99 ;Panties;4.1;60;86;0;14;0;0;0;0
14.37 ;14.37 ;Panties;4.7;151;93;0;7;0;0;0;0
20.00 ;10.49 ;Panties;4.7;530;0;0;0;0;53;35;12
7.99 ;7.99 ;Panties;4.4;399;0;0;0;0;53;35;12
22.00 ;22.00 ;Panties;4.8;5;43;0;9;48;0;0;0
22.00 ;8.28 ;Panties;4.4;399;0;0;0;0;53;35;12
27.00 ;27.00 ;Panties;4.3;94;41;0;11;48;0;0;0
56.00 ;53.20 ;Bras;4.5;179;84;0;16;0;0;0;0
13.00 ;6.49 ;Panties;4.2;121;79;0;0;0;0;0;21
27.00 ;25.24 ;Panties;4;46;100;0;0;0;0;0;0
33.00 ;19.99 ;Panties;4.7;452;0;0;0;0;90;0;10
20.00 ;20.00 ;Panties;4.7;530;0;0;0;0;53;35;12
27.00 ;27.00 ;Panties;4.5;23;82;0;18;0;0;0;0
25.00 ;25.00 ;Panties;4.2;32;78;0;22;0;0;0;0
10.35 ;10.35 ;Panties;4.4;71;100;0;0;0;0;0;0
11.00 ;11.00 ;Panties;4.4;71;100;0;0;0;0;0;0
49.00 ;21.99 ;Panties;4.3;406;0;0;0;0;95;0;5
27.00 ;27.00 ;Panties;4.3;94;41;0;11;48;0;0;0
13.00 ;12.00 ;Panties;4.2;121;79;0;0;0;0;0;21
20.00 ;13.99 ;Panties;4.7;530;0;0;0;0;53;35;12
12.00 ;7.29 ;Panties;4.2;121;82;0;0;0;0;0;18
33.00 ;22.99 ;Panties;4.7;452;0;0;0;0;90;0;10
19.00 ;19.00 ;Panties;4.1;60;100;0;0;0;0;0;0
36.00 ;36.00 ;Panties;3.9;90;72;0;0;0;0;0;28
22.00 ;13.99 ;Panties;4.4;399;0;0;0;0;53;35;12
22.00 ;10.14 ;Panties;4.4;399;0;0;0;0;53;35;12
19.00 ;12.99 ;Panties;4.1;60;86;0;14;0;0;0;0
12.00 ;12.00 ;Panties;4.2;121;79;0;0;0;0;0;21
12.00 ;12.00 ;Panties;4.2;121;79;0;0;0;0;0;21
19.00 ;17.89 ;Panties;4.1;60;86;0;14;0;0;0;0
19.00 ;19.00 ;Panties;4.1;60;86;0;14;0;0;0;0
27.00 ;27.00 ;Panties;4.3;94;41;0;11;48;0;0;0
27.00 ;27.00 ;Panties;4.5;23;82;0;18;0;0;0;0
11.00 ;11.00 ;Panties;4.4;71;100;0;0;0;0;0;0
19.00 ;15.99 ;Panties;4.1;60;86;0;14;0;0;0;0
20.00 ;13.99 ;Panties;4.7;530;0;0;0;0;53;35;12
20.00 ;20.00 ;Panties;4.7;530;0;0;0;0;53;35;12
33.00 ;33.00 ;Panties;3.6;6;0;0;0;0;90;0;10
33.00 ;33.00 ;Panties;3.9;90;72;0;0;0;0;0;28
56.00 ;48.01 ;Bras;4.5;179;100;0;0;0;0;0;0
27.00 ;27.00 ;Panties;4.5;23;82;0;18;0;0;0;0
56.00 ;56.00 ;Bras;4.5;179;100;0;0;0;0;0;0
22.00 ;15.88 ;Panties;4.3;14;0;0;0;0;92;0;8
33.00 ;33.00 ;Panties;3.8;12;72;0;0;0;0;0;28
22.00 ;7.99 ;Panties;4.4;399;0;0;0;0;53;35;12
25.00 ;25.00 ;Panties;4.2;32;78;0;22;0;0;0;0
25.00 ;25.00 ;Panties;4.2;32;78;0;22;0;0;0;0
39.00 ;15.99 ;Panties;4.3;47;88;0;0;0;0;0;12
13.00 ;6.49 ;Panties;4.2;121;79;0;0;0;0;0;21
33.00 ;33.00 ;Panties;3.8;12;72;0;0;0;0;0;28
33.00 ;33.00 ;Panties;3.6;6;0;0;0;0;90;0;10
33.00 ;33.00 ;Panties;3.9;90;72;0;0;0;0;0;28
33.00 ;29.70 ;Panties;4.7;452;0;0;0;0;90;0;10
49.00 ;13.05 ;Panties;4.3;406;0;0;0;0;95;0;5
11.99 ;11.99 ;Panties;4.4;71;100;0;0;0;0;0;0
11.00 ;11.00 ;Panties;4.4;71;100;0;0;0;0;0;0
11.00 ;11.00 ;Panties;4.4;71;100;0;0;0;0;0;0
20.00 ;8.92 ;Panties;4.7;530;0;0;0;0;53;35;12
27.00 ;27.00 ;Panties;4.5;23;82;0;18;0;0;0;0
12.00 ;7.18 ;Panties;4.2;121;82;0;0;0;0;0;18
10.27 ;10.27 ;Panties;4.4;71;100;0;0;0;0;0;0
25.00 ;25.00 ;Panties;4.2;32;78;0;22;0;0;0;0
33.00 ;33.00 ;Panties;4.7;452;0;0;0;0;90;0;10
18.27 ;18.27 ;Panties;4.1;60;86;0;14;0;0;0;0
22.00 ;22.00 ;Panties;4.4;399;0;0;0;0;53;35;12
22.00 ;10.49 ;Panties;4.4;399;0;0;12;0;53;35;0
33.00 ;13.39 ;Panties;3.8;12;72;0;0;0;0;0;28
33.00 ;33.00 ;Panties;4.4;70;85;0;0;0;0;0;15
11.00 ;11.00 ;Panties;4.4;71;100;0;0;0;0;0;0
27.00 ;27.00 ;Panties;4.3;94;82;0;18;0;0;0;0
33.00 ;33.00 ;Panties;3.8;12;72;0;0;0;0;0;28
11.00 ;11.00 ;Panties;4.4;71;100;0;0;0;0;0;0
13.00 ;8.99 ;Panties;4.2;121;82;0;0;0;0;0;18
33.11 ;33.11 ;Panties;4.3;94;41;0;11;48;0;0;0
33.00 ;29.75 ;Panties;3.9;90;72;0;0;0;0;0;28
27.00 ;25.24 ;Panties;4;46;100;0;0;0;0;0;0
56.00 ;56.00 ;Bras;4.5;179;100;0;0;0;0;0;0
22.00 ;22.00 ;Panties;4.8;5;43;0;9;48;0;0;0
56.00 ;56.00 ;Bras;4.5;179;84;0;16;0;0;0;0
22.00 ;22.00 ;Panties;4.4;399;0;0;0;0;53;35;12
22.00 ;7.99 ;Panties;4.4;399;0;0;0;0;53;35;12
16.12 ;16.12 ;Panties;4.4;399;0;0;0;0;53;35;12
20.00 ;9.99 ;Panties;4.7;530;0;0;0;0;53;35;12
22.00 ;22.00 ;Panties;4.4;399;0;0;12;0;53;35;0
11.00 ;11.00 ;Panties;4.4;71;100;0;0;0;0;0;0
13.00 ;12.00 ;Panties;4.2;121;79;0;0;0;0;0;21
30.00 ;30.00 ;Panties;4;46;100;0;0;0;0;0;0
12.00 ;9.49 ;Panties;4.2;121;82;0;0;0;0;0;18
22.00 ;13.99 ;Panties;4.4;399;0;0;12;0;53;35;0
12.00 ;5.78 ;Panties;4.2;121;82;0;0;0;0;0;18
11.00 ;9.39 ;Panties;4.4;71;100;0;0;0;0;0;0
49.00 ;14.49 ;Panties;4.3;406;0;0;0;0;95;0;5
27.00 ;27.00 ;Panties;4.3;94;41;0;11;48;0;0;0
27.00 ;27.00 ;Panties;4.3;94;41;0;11;48;0;0;0
20.00 ;13.99 ;Panties;4.7;530;0;0;0;0;53;35;12
27.00 ;27.00 ;Panties;4.5;23;82;0;18;0;0;0;0
30.00 ;30.00 ;Panties;4;46;100;0;0;0;0;0;0
25.00 ;25.00 ;Panties;4.2;32;72;0;28;0;0;0;0
25.00 ;25.00 ;Panties;4.2;32;78;0;22;0;0;0;0
33.00 ;33.00 ;Panties;4.7;452;0;0;0;0;90;0;10
22.00 ;13.99 ;Panties;4.4;399;0;0;12;0;53;35;0
33.00 ;33.00 ;Panties;3.9;90;72;0;0;0;0;0;28
33.00 ;29.70 ;Panties;4.7;452;0;0;0;0;90;0;10
25.95 ;25.95 ;Panties;4;46;100;0;0;0;0;0;0
33.00 ;13.39 ;Panties;3.8;12;72;0;0;0;0;0;28
46.00 ;46.00 ;Bras;4.2;730;87;0;13;0;0;0;0
68.00 ;29.99 ;Bras;4.2;247;80;0;20;0;0;0;0
65.00 ;65.00 ;Bras;4.4;810;91;0;9;0;0;0;0
60.00 ;60.00 ;Bras;4.4;753;82;0;18;0;0;0;0
55.00 ;55.00 ;Bras;4.2;585;0;0;15;85;0;0;0
48.00 ;21.89 ;Bras;4.4;381;82;0;18;0;0;0;0
60.00 ;60.00 ;Bras;4.4;753;100;0;0;0;0;0;0
68.00 ;68.00 ;Bras;4.2;247;80;0;20;0;0;0;0
50.00 ;50.00 ;Bras;4.1;467;0;0;0;100;0;0;0
60.00 ;60.00 ;Bras;4.4;753;100;0;0;0;0;0;0
48.00 ;48.00 ;Bras;4.2;961;85;0;15;0;0;0;0
68.00 ;68.00 ;Bras;3.7;57;58;0;42;0;0;0;0
46.00 ;46.00 ;Bras;4.3;467;72;0;0;0;0;0;28
38.00 ;25.23 ;Bras;4.3;376;86;0;14;0;0;0;0
44.00 ;44.00 ;Bras;4.1;19;88;0;12;0;0;0;0
55.00 ;50.00 ;Bras;4.2;585;0;0;15;85;0;0;0
48.00 ;48.00 ;Bras;4.4;381;82;0;18;0;0;0;0
65.00 ;65.00 ;Bras;4.4;811;91;0;9;0;0;0;0
46.00 ;46.00 ;Bras;4.3;467;71;0;29;0;0;0;0
44.00 ;44.00 ;Bras;4.1;19;88;0;12;0;0;0;0
22.00 ;16.97 ;Panties;4.3;14;0;0;0;0;92;0;8
14.99 ;14.99 ;Panties;4.3;94;41;0;11;48;0;0;0
60.00 ;60.00 ;Bras;4.4;753;82;0;18;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1143;80;0;20;0;0;0;0
32.00 ;22.07 ;Bras;3.9;74;0;0;0;0;92;0;8
50.00 ;50.00 ;Bras;4.2;961;85;0;15;0;0;0;0
69.84 ;69.84 ;Bras;3.8;98;72;0;28;0;0;0;0
44.00 ;44.00 ;Bras;4.1;19;88;0;12;0;0;0;0
55.00 ;39.95 ;Bras;4;2;0;0;15;85;0;0;0
27.00 ;27.00 ;Panties;4.5;23;82;0;18;0;0;0;0
65.00 ;65.00 ;Bras;4.2;107;0;0;10;90;0;0;0
38.00 ;21.89 ;Bras;4.3;376;86;0;14;0;0;0;0
68.00 ;68.00 ;Bras;4.2;247;80;0;20;0;0;0;0
42.00 ;29.99 ;Bras;3.8;193;67;0;33;0;0;0;0
46.00 ;46.00 ;Bras;4.3;467;71;0;29;0;0;0;0
60.00 ;60.00 ;Bras;4.4;753;82;0;18;0;0;0;0
72.00 ;41.01 ;Bras;3.8;98;72;0;28;0;0;0;0
18.00 ;18.00 ;Bras;4;509;89;0;11;0;0;0;0
39.00 ;15.99 ;Panties;4.3;47;88;0;0;0;0;0;12
38.00 ;38.00 ;Bras;3.8;31;71;0;0;0;0;0;29.5
55.00 ;55.00 ;Bras;4.2;585;0;0;15;85;0;0;0
55.00 ;55.00 ;Bras;4;2;0;0;15;85;0;0;0
72.00 ;72.00 ;Bras;3.8;98;72;0;28;0;0;0;0
65.00 ;65.00 ;Bras;4.3;1853;80;0;20;0;0;0;0
46.00 ;43.00 ;Bras;4.4;280;100;0;0;0;0;0;0
65.00 ;65.00 ;Bras;4.4;810;91;0;9;0;0;0;0
48.00 ;48.00 ;Bras;4.4;753;100;0;0;0;0;0;0
12.00 ;9.60 ;Panties;4.2;121;82;0;0;0;0;0;18
72.00 ;72.00 ;Bras;3.8;98;72;0;28;0;0;0;0
38.00 ;38.00 ;Bras;4.3;376;86;0;14;0;0;0;0
38.00 ;38.00 ;Bras;3.8;31;71;0;0;0;0;0;29.5
50.00 ;50.00 ;Bras;4.1;467;0;0;0;100;0;0;0
55.00 ;55.00 ;Bras;4.2;26;0;0;15;85;0;0;0
48.00 ;48.00 ;Bras;4.4;381;82;0;18;0;0;0;0
65.00 ;65.00 ;Bras;4.3;1853;80;0;20;0;0;0;0
38.00 ;38.00 ;Bras;4.3;376;100;0;0;0;0;0;0
65.00 ;59.00 ;Bras;4.3;1853;80;0;20;0;0;0;0
65.00 ;59.87 ;Bras;4.3;1853;80;0;20;0;0;0;0
42.00 ;25.26 ;Bras;3.8;193;67;0;33;0;0;0;0
43.89 ;43.89 ;Bras;4.2;94;70;0;30;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1143;80;0;20;0;0;0;0
48.00 ;48.00 ;Bras;4.4;381;82;0;18;0;0;0;0
22.00 ;22.00 ;Panties;4.8;5;43;0;9;48;0;0;0
65.00 ;39.00 ;Bras;4.2;107;0;0;10;90;0;0;0
60.00 ;60.00 ;Bras;4.1;135;81;0;19;0;0;0;0
60.00 ;42.24 ;Bras;4.1;135;81;0;19;0;0;0;0
65.00 ;65.00 ;Bras;4.4;810;91;0;9;0;0;0;0
68.00 ;58.58 ;Bras;4.2;247;80;0;20;0;0;0;0
50.00 ;50.00 ;Bras;4.2;961;85;0;15;0;0;0;0
65.00 ;39.00 ;Bras;4.2;107;0;0;10;90;0;0;0
71.50 ;71.50 ;Bras;4.2;107;0;0;10;90;0;0;0
50.00 ;50.00 ;Bras;4.2;961;85;0;15;0;0;0;0
60.00 ;60.00 ;Bras;4.4;753;82;0;18;0;0;0;0
22.00 ;15.99 ;Panties;4.3;14;0;0;0;0;92;0;8
60.00 ;42.00 ;Bras;4.4;753;100;0;0;0;0;0;0
65.00 ;62.00 ;Bras;4.4;810;91;0;9;0;0;0;0
60.00 ;60.00 ;Bras;4.4;753;82;0;18;0;0;0;0
38.00 ;38.00 ;Bras;3.8;31;71;0;0;0;0;0;29.5
46.00 ;46.00 ;Bras;4.4;381;82;0;18;0;0;0;0
60.00 ;60.00 ;Bras;4.4;753;82;0;18;0;0;0;0
56.00 ;49.05 ;Bras;4.5;179;100;0;0;0;0;0;0
68.00 ;68.00 ;Bras;3.7;57;58;0;42;0;0;0;0
55.00 ;55.00 ;Bras;4;2;0;0;15;85;0;0;0
60.00 ;60.00 ;Bras;4.4;753;82;0;18;0;0;0;0
55.00 ;55.00 ;Bras;4.2;585;0;0;15;85;0;0;0
60.00 ;60.00 ;Bras;4.4;753;82;0;18;0;0;0;0
60.00 ;60.00 ;Bras;4.4;753;100;0;0;0;0;0;0
38.00 ;38.00 ;Bras;4.3;376;86;0;14;0;0;0;0
60.00 ;48.00 ;Bras;4.4;753;82;0;18;0;0;0;0
46.00 ;46.00 ;Bras;4.3;467;71;0;29;0;0;0;0
68.00 ;68.00 ;Bras;3.7;57;58;0;42;0;0;0;0
72.00 ;72.00 ;Bras;3.8;98;72;0;28;0;0;0;0
65.00 ;62.00 ;Bras;4.3;1853;80;0;20;0;0;0;0
54.37 ;54.37 ;Bras;4.5;179;100;0;0;0;0;0;0
55.00 ;55.00 ;Bras;4;2;0;0;15;85;0;0;0
19.00 ;12.99 ;Panties;4.1;60;86;0;14;0;0;0;0
36.00 ;26.19 ;Bras;4.6;61;72;0;0;0;0;0;28
65.00 ;59.95 ;Bras;4.3;308;0;0;0;100;0;0;0
48.00 ;42.50 ;Bras;4.4;381;82;0;18;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1143;80;0;20;0;0;0;0
50.00 ;50.00 ;Bras;4.1;467;0;0;0;100;0;0;0
48.00 ;48.00 ;Bras;4.4;381;82;0;18;0;0;0;0
50.00 ;50.00 ;Bras;4.2;961;85;0;15;0;0;0;0
46.00 ;46.00 ;Bras;4.3;467;71;0;29;0;0;0;0
48.00 ;48.00 ;Bras;4.4;381;82;0;18;0;0;0;0
68.00 ;68.00 ;Bras;4.2;247;80;0;20;0;0;0;0
60.00 ;60.00 ;Bras;4.1;135;81;0;19;0;0;0;0
38.00 ;28.50 ;Bras;4.3;376;86;0;14;0;0;0;0
65.00 ;44.76 ;Bras;4.2;107;0;0;10;90;0;0;0
46.00 ;46.00 ;Bras;4.2;165;82;0;18;0;0;0;0
65.00 ;65.00 ;Bras;4.2;107;0;0;10;90;0;0;0
60.00 ;54.60 ;Bras;4.4;753;100;0;0;0;0;0;0
42.00 ;29.99 ;Bras;3.8;193;67;0;33;0;0;0;0
44.00 ;39.60 ;Bras;3.9;12;79;0;0;0;0;0;21.5
65.00 ;59.95 ;Bras;4.2;107;0;0;10;90;0;0;0
46.00 ;46.00 ;Bras;4.3;467;71;0;29;0;0;0;0
60.00 ;60.00 ;Bras;4.4;753;82;0;18;0;0;0;0
48.00 ;48.00 ;Bras;4.2;961;85;0;15;0;0;0;0
30.00 ;30.00 ;Panties;4;46;100;0;0;0;0;0;0
46.00 ;46.00 ;Bras;4.4;280;87;0;13;0;0;0;0
65.00 ;65.00 ;Bras;4.4;811;91;0;9;0;0;0;0
29.98 ;29.98 ;Panties;4;46;100;0;0;0;0;0;0
65.00 ;59.00 ;Bras;4.3;1853;80;0;20;0;0;0;0
50.00 ;47.00 ;Bras;4.2;961;85;0;15;0;0;0;0
65.00 ;65.00 ;Bras;4.2;107;0;0;10;90;0;0;0
44.00 ;39.60 ;Bras;3.9;12;79;0;0;0;0;0;21.5
46.00 ;46.00 ;Bras;4.2;165;82;0;18;0;0;0;0
65.00 ;65.00 ;Bras;4.4;811;91;0;9;0;0;0;0
55.00 ;52.50 ;Bras;4.2;585;0;0;15;85;0;0;0
48.00 ;26.99 ;Bras;4.4;381;82;0;18;0;0;0;0
11.00 ;11.00 ;Panties;4.4;71;100;0;0;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1143;80;0;20;0;0;0;0
44.00 ;44.00 ;Bras;4.1;19;88;0;12;0;0;0;0
