mrp;price;product_category;rating;review_count;Nylon;Rayon;Spandex;polyester;Cotton;Modal;Elastane
37.95 ;37.95 ;Bras;3.8;32;71;0;0;0;0;0;29.5
26.53 ;26.53 ;Bras;4.4;288;100;0;0;0;0;0;0
50.00 ;25.99 ;Bras;4.3;414;41;0;11;48;0;0;0
65.00 ;56.50 ;Bras;4.3;1886;80;0;20;0;0;0;0
55.00 ;55.00 ;Bras;4.2;603;0;0;15;85;0;0;0
72.00 ;52.50 ;Bras;3.8;104;72;0;28;0;0;0;0
22.00 ;18.91 ;Panties;4.4;403;0;0;12;0;53;35;0
33.00 ;22.99 ;Panties;4;94;75;0;0;0;0;0;25
65.00 ;65.00 ;Bras;4.4;1162;80;0;20;0;0;0;0
54.77 ;54.77 ;Bras;4.2;972;85;0;15;0;0;0;0
38.00 ;33.63 ;Bras;4.5;25;79;0;0;0;0;0;21
68.00 ;68.00 ;Bras;3.7;62;58;0;42;0;0;0;0
44.00 ;39.60 ;Bras;4.1;15;79;0;0;0;0;0;21.5
44.00 ;44.00 ;Bras;4.1;28;88;0;12;0;0;0;0
20.00 ;17.20 ;Panties;4.7;532;0;0;0;0;53;35;12
50.00 ;50.00 ;Bras;4.3;414;54;0;13;33;0;0;0
46.00 ;46.00 ;Bras;4.3;485;71;0;29;0;0;0;0
65.00 ;65.00 ;Bras;4.3;1886;80;0;20;0;0;0;0
60.00 ;60.00 ;Bras;4.4;771;82;0;18;0;0;0;0
38.00 ;29.35 ;Bras;4.3;382;100;0;0;0;0;0;0
46.00 ;46.00 ;Bras;4.2;740;87;0;13;0;0;0;0
64.90 ;64.90 ;Bras;4.4;1162;80;0;20;0;0;0;0
29.35 ;29.35 ;Bras;4.3;382;100;0;0;0;0;0;0
45.99 ;45.99 ;Bras;4.4;288;76;0;24;0;0;0;0
36.00 ;36.00 ;Bras;4.6;67;72;0;0;0;0;0;28
46.00 ;41.40 ;Bras;4.3;485;71;0;29;0;0;0;0
68.00 ;68.00 ;Bras;3.7;62;58;0;42;0;0;0;0
60.00 ;60.00 ;Bras;4.4;771;82;0;18;0;0;0;0
68.00 ;68.00 ;Bras;3.7;62;58;0;42;0;0;0;0
46.00 ;46.00 ;Bras;4.4;288;87;0;13;0;0;0;0
65.00 ;42.98 ;Bras;4.2;114;0;0;10;90;0;0;0
38.00 ;33.63 ;Bras;3.8;32;71;0;0;0;0;0;29.5
60.00 ;44.95 ;Bras;4.2;158;81;0;19;0;0;0;0
50.00 ;50.00 ;Bras;4.1;481;0;0;0;100;0;0;0
65.00 ;65.00 ;Bras;4.4;834;91;0;9;0;0;0;0
30.00 ;30.00 ;Panties;3.9;47;100;0;0;0;0;0;0
65.00 ;65.00 ;Bras;4.4;834;91;0;9;0;0;0;0
48.00 ;48.00 ;Bras;4.4;395;82;0;18;0;0;0;0
68.00 ;68.00 ;Bras;3.7;62;58;0;42;0;0;0;0
60.00 ;60.00 ;Bras;4.4;771;100;0;0;0;0;0;0
38.00 ;38.00 ;Bras;3.8;32;71;0;0;0;0;0;29.5
46.00 ;46.00 ;Bras;4.4;288;100;0;0;0;0;0;0
36.00 ;27.00 ;Bras;4.6;67;72;0;0;0;0;0;28
60.00 ;60.00 ;Bras;4.4;771;82;0;18;0;0;0;0
60.00 ;60.00 ;Bras;4.4;771;82;0;18;0;0;0;0
65.00 ;65.00 ;Bras;4.3;1886;80;0;20;0;0;0;0
46.00 ;41.40 ;Bras;4.3;485;71;0;29;0;0;0;0
50.00 ;25.99 ;Bras;4.3;414;41;0;11;48;0;0;0
38.00 ;29.35 ;Bras;4.3;382;100;0;0;0;0;0;0
65.00 ;41.06 ;Bras;4.3;1886;80;0;20;0;0;0;0
22.00 ;22.00 ;Panties;4.4;403;0;0;12;0;53;35;0
38.00 ;34.20 ;Bras;3.8;32;71;0;0;0;0;0;29.5
22.00 ;15.91 ;Panties;4.2;18;0;0;0;0;92;0;8
62.99 ;62.99 ;Bras;4.2;114;0;0;10;90;0;0;0
18.00 ;18.00 ;Bras;4;515;89;0;11;0;0;0;0
48.00 ;48.00 ;Bras;4.4;395;82;0;18;0;0;0;0
48.00 ;48.00 ;Bras;4.4;395;82;0;18;0;0;0;0
60.00 ;60.00 ;Bras;4.4;771;82;0;18;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1162;80;0;20;0;0;0;0
38.00 ;38.00 ;Bras;4.3;382;86;0;14;0;0;0;0
60.00 ;60.00 ;Bras;4.4;771;82;0;18;0;0;0;0
59.99 ;59.99 ;Bras;4.4;771;82;0;18;0;0;0;0
48.00 ;21.99 ;Bras;4.4;395;82;0;18;0;0;0;0
55.00 ;55.00 ;Bras;4.2;603;0;0;15;85;0;0;0
46.00 ;46.00 ;Bras;4.3;185;82;0;18;0;0;0;0
65.00 ;65.00 ;Bras;4.4;313;0;0;0;100;0;0;0
65.00 ;60.22 ;Bras;4.2;114;0;0;10;90;0;0;0
68.00 ;31.69 ;Bras;4.2;96;70;0;30;0;0;0;0
33.00 ;20.99 ;Panties;4.7;458;0;0;0;0;90;0;10
36.00 ;27.00 ;Bras;4.6;67;72;0;0;0;0;0;28
72.00 ;50.40 ;Bras;3.8;104;72;0;28;0;0;0;0
60.00 ;60.00 ;Bras;4.4;771;82;0;18;0;0;0;0
44.00 ;33.00 ;Bras;4.1;90;83;0;0;0;0;0;17
55.00 ;55.00 ;Bras;4.2;603;0;0;15;85;0;0;0
72.00 ;50.40 ;Bras;3.8;104;72;0;28;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1162;80;0;20;0;0;0;0
65.00 ;65.00 ;Bras;4.4;834;91;0;9;0;0;0;0
50.00 ;34.93 ;Bras;4.3;414;41;0;11;48;0;0;0
60.00 ;60.00 ;Bras;4.4;771;82;0;18;0;0;0;0
50.00 ;50.00 ;Bras;4.2;972;85;0;15;0;0;0;0
50.00 ;34.93 ;Bras;4.3;414;41;0;11;48;0;0;0
38.00 ;38.00 ;Bras;4.3;382;86;0;14;0;0;0;0
68.00 ;68.00 ;Bras;3.7;62;58;0;42;0;0;0;0
39.99 ;39.99 ;Panties;5;1;83;0;0;0;0;0;17
36.00 ;29.99 ;Bras;4.6;67;72;0;0;0;0;0;28
27.00 ;24.50 ;Panties;4.3;95;82;0;18;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1162;80;0;20;0;0;0;0
50.00 ;50.00 ;Bras;4.1;481;0;0;0;100;0;0;0
60.00 ;60.00 ;Bras;4.4;771;82;0;18;0;0;0;0
38.00 ;38.00 ;Bras;4.3;382;86;0;14;0;0;0;0
60.00 ;60.00 ;Bras;4.4;771;82;0;18;0;0;0;0
60.00 ;60.00 ;Bras;4.2;158;81;0;19;0;0;0;0
50.00 ;50.00 ;Bras;4.2;972;85;0;15;0;0;0;0
60.00 ;60.00 ;Bras;4.2;158;81;0;19;0;0;0;0
36.00 ;27.00 ;Bras;4.6;67;72;0;0;0;0;0;28
65.00 ;65.00 ;Bras;4.4;1162;80;0;20;0;0;0;0
46.00 ;46.00 ;Bras;4.3;484;71;0;29;0;0;0;0
50.00 ;50.00 ;Bras;4.2;972;85;0;15;0;0;0;0
38.00 ;25.99 ;Bras;4.3;382;86;0;14;0;0;0;0
33.00 ;20.99 ;Panties;4.7;458;0;0;0;0;90;0;10
39.00 ;39.00 ;Panties;4.1;60;88;0;0;0;0;0;12
46.00 ;34.50 ;Bras;4.3;485;71;0;29;0;0;0;0
50.00 ;50.00 ;Bras;4.2;972;85;0;15;0;0;0;0
50.00 ;50.00 ;Bras;4.2;972;85;0;15;0;0;0;0
46.00 ;40.48 ;Bras;4.3;485;71;0;29;0;0;0;0
50.00 ;39.75 ;Bras;4.2;972;85;0;15;0;0;0;0
13.00 ;13.00 ;Panties;4.2;123;79;0;0;0;0;0;21
50.00 ;50.00 ;Bras;4.2;972;85;0;15;0;0;0;0
55.00 ;35.00 ;Bras;4.2;603;0;0;15;85;0;0;0
65.00 ;65.00 ;Bras;4.4;834;91;0;9;0;0;0;0
65.00 ;30.95 ;Bras;4.2;114;0;0;10;90;0;0;0
38.00 ;22.99 ;Bras;4.3;382;86;0;14;0;0;0;0
46.00 ;46.00 ;Bras;4.3;185;82;0;18;0;0;0;0
60.00 ;60.00 ;Bras;4.4;771;82;0;18;0;0;0;0
46.00 ;41.40 ;Bras;4.3;485;71;0;29;0;0;0;0
38.00 ;33.63 ;Bras;3.8;32;71;0;0;0;0;0;29.5
48.00 ;48.00 ;Bras;4.3;485;71;0;29;0;0;0;0
41.86 ;41.86 ;Bras;4.2;114;0;0;10;90;0;0;0
60.00 ;60.00 ;Bras;4.4;771;82;0;18;0;0;0;0
26.95 ;26.95 ;Panties;3.9;47;100;0;0;0;0;0;0
38.00 ;20.14 ;Bras;4.3;382;86;0;14;0;0;0;0
68.00 ;68.00 ;Bras;3.7;62;58;0;42;0;0;0;0
38.00 ;38.00 ;Bras;4.3;382;86;0;14;0;0;0;0
44.00 ;39.60 ;Bras;4.1;15;79;0;0;0;0;0;21.5
65.00 ;65.00 ;Bras;4.4;834;91;0;9;0;0;0;0
50.00 ;50.00 ;Bras;4.3;414;54;0;13;33;0;0;0
60.00 ;42.00 ;Bras;4.4;771;100;0;0;0;0;0;0
46.00 ;46.00 ;Bras;4.3;485;71;0;29;0;0;0;0
65.00 ;39.95 ;Bras;4.2;114;0;0;10;90;0;0;0
38.00 ;35.33 ;Bras;3.8;32;71;0;0;0;0;0;29.5
33.63 ;33.63 ;Bras;4.5;25;79;0;0;0;0;0;21
38.00 ;28.50 ;Bras;4.5;25;79;0;0;0;0;0;21
27.00 ;27.00 ;Panties;4.3;95;41;0;11;48;0;0;0
60.00 ;48.00 ;Bras;4.4;771;82;0;18;0;0;0;0
55.00 ;55.00 ;Bras;4.2;603;0;0;15;85;0;0;0
44.00 ;44.00 ;Bras;4.1;15;79;0;0;0;0;0;21.5
50.00 ;50.00 ;Bras;4.2;972;85;0;15;0;0;0;0
38.00 ;38.00 ;Bras;4.3;382;86;0;14;0;0;0;0
50.00 ;50.00 ;Bras;4.1;481;0;0;0;100;0;0;0
38.00 ;25.99 ;Bras;4.3;382;86;0;14;0;0;0;0
38.00 ;38.00 ;Bras;4.3;382;86;0;14;0;0;0;0
65.00 ;65.00 ;Bras;4.4;834;91;0;9;0;0;0;0
68.00 ;68.00 ;Bras;3.7;62;58;0;42;0;0;0;0
46.00 ;46.00 ;Bras;4.4;288;100;0;0;0;0;0;0
39.00 ;39.00 ;Panties;4.7;127;93;0;7;0;0;0;0
65.00 ;65.00 ;Bras;4.4;834;91;0;9;0;0;0;0
33.88 ;33.88 ;Panties;4.6;104;0;0;0;0;53;35;12
65.00 ;42.35 ;Bras;4.2;114;0;0;10;90;0;0;0
38.00 ;22.00 ;Bras;4.3;382;86;0;14;0;0;0;0
65.00 ;65.00 ;Bras;4.4;834;91;0;9;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1162;80;0;20;0;0;0;0
48.00 ;21.99 ;Bras;4.4;395;82;0;18;0;0;0;0
28.50 ;28.50 ;Bras;3.8;32;0;71;0;0;0;0;29
36.00 ;27.00 ;Bras;4.6;67;72;0;0;0;0;0;28
55.00 ;55.00 ;Bras;4.2;603;0;0;15;85;0;0;0
46.00 ;46.00 ;Bras;4.3;185;82;0;18;0;0;0;0
65.00 ;65.00 ;Bras;4.3;1886;80;0;20;0;0;0;0
48.00 ;21.99 ;Bras;4.4;395;82;0;18;0;0;0;0
46.00 ;46.00 ;Bras;4.4;288;87;0;13;0;0;0;0
65.00 ;65.00 ;Bras;4.4;834;91;0;9;0;0;0;0
48.00 ;44.99 ;Bras;4.4;395;82;0;18;0;0;0;0
60.00 ;49.22 ;Bras;4.4;771;100;0;0;0;0;0;0
46.00 ;46.00 ;Bras;4.4;288;100;0;0;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1162;80;0;20;0;0;0;0
46.00 ;46.00 ;Bras;4.3;484;72;0;0;0;0;0;28
50.00 ;50.00 ;Bras;4.3;414;54;0;13;33;0;0;0
36.00 ;27.00 ;Bras;4.6;67;72;0;0;0;0;0;28
60.00 ;60.00 ;Bras;4.2;158;81;0;19;0;0;0;0
46.00 ;40.48 ;Bras;4.3;485;71;0;29;0;0;0;0
65.00 ;65.00 ;Bras;4.4;834;91;0;9;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1162;80;0;20;0;0;0;0
38.00 ;33.63 ;Bras;4.5;25;79;0;0;0;0;0;21
65.00 ;65.00 ;Bras;4.3;1886;80;0;20;0;0;0;0
68.00 ;27.96 ;Bras;4.2;96;70;0;30;0;0;0;0
38.00 ;36.19 ;Bras;4.3;382;86;0;14;0;0;0;0
38.00 ;33.63 ;Bras;4.5;25;79;0;0;0;0;0;21
38.00 ;38.00 ;Bras;4.3;382;86;0;14;0;0;0;0
65.00 ;65.00 ;Bras;4.4;834;91;0;9;0;0;0;0
50.00 ;50.00 ;Bras;4.2;972;85;0;15;0;0;0;0
50.00 ;47.00 ;Bras;4.2;972;85;0;15;0;0;0;0
60.00 ;60.00 ;Bras;4.2;158;81;0;19;0;0;0;0
65.00 ;65.00 ;Bras;4.3;1886;80;0;20;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1162;80;0;20;0;0;0;0
65.00 ;65.00 ;Bras;4.2;114;0;0;10;90;0;0;0
60.00 ;60.00 ;Bras;4.2;158;81;0;19;0;0;0;0
65.00 ;41.06 ;Bras;4.3;1886;80;0;20;0;0;0;0
46.00 ;40.48 ;Bras;4.3;485;71;0;29;0;0;0;0
60.00 ;60.00 ;Bras;4.4;771;100;0;0;0;0;0;0
38.00 ;38.00 ;Bras;4.3;382;86;0;14;0;0;0;0
33.63 ;33.63 ;Bras;4.5;25;79;0;0;0;0;0;21
38.00 ;21.89 ;Bras;4.3;382;86;0;14;0;0;0;0
46.00 ;46.00 ;Bras;4.3;185;82;0;18;0;0;0;0
65.00 ;65.00 ;Bras;4.4;313;0;0;0;100;0;0;0
65.00 ;65.00 ;Bras;4.3;1886;80;0;20;0;0;0;0
60.00 ;60.00 ;Bras;4.4;771;82;0;18;0;0;0;0
60.00 ;60.00 ;Bras;4.2;158;81;0;19;0;0;0;0
65.00 ;65.00 ;Bras;4.4;834;91;0;9;0;0;0;0
60.00 ;60.00 ;Bras;4.4;771;82;0;18;0;0;0;0
46.00 ;29.95 ;Bras;4.4;288;87;0;13;0;0;0;0
48.00 ;32.96 ;Bras;4.4;395;82;0;18;0;0;0;0
55.00 ;55.00 ;Bras;4.2;603;0;0;15;85;0;0;0
65.00 ;65.00 ;Bras;4.3;1886;80;0;20;0;0;0;0
50.00 ;50.00 ;Bras;4.2;972;85;0;15;0;0;0;0
60.00 ;44.99 ;Bras;4.4;771;100;0;0;0;0;0;0
33.00 ;20.99 ;Panties;4.7;458;0;0;0;0;90;0;10
18.00 ;18.00 ;Bras;4;516;89;0;11;0;0;0;0
48.00 ;48.00 ;Bras;4.3;414;54;0;13;33;0;0;0
18.00 ;18.00 ;Bras;4;516;89;0;11;0;0;0;0
65.00 ;65.00 ;Bras;4.4;834;91;0;9;0;0;0;0
65.00 ;65.00 ;Bras;4.4;834;91;0;9;0;0;0;0
50.00 ;50.00 ;Bras;4.2;972;85;0;15;0;0;0;0
64.98 ;64.98 ;Bras;4.3;1886;80;0;20;0;0;0;0
33.00 ;33.00 ;Panties;3.9;13;72;0;0;0;0;0;28
38.00 ;21.79 ;Bras;4.3;382;86;0;14;0;0;0;0
55.00 ;55.00 ;Bras;4.2;603;0;0;15;85;0;0;0
38.00 ;38.00 ;Bras;3.8;32;71;0;0;0;0;0;29.5
38.00 ;33.63 ;Bras;4.5;25;79;0;0;0;0;0;21
60.00 ;60.00 ;Bras;4.2;158;81;0;19;0;0;0;0
65.00 ;65.00 ;Bras;4.4;834;91;0;9;0;0;0;0
65.00 ;58.88 ;Bras;4.3;1886;80;0;20;0;0;0;0
65.00 ;65.00 ;Bras;4.2;114;0;0;10;90;0;0;0
55.00 ;55.00 ;Bras;4.2;603;0;0;15;85;0;0;0
60.00 ;60.00 ;Bras;4.2;158;81;0;19;0;0;0;0
65.00 ;65.00 ;Bras;4.4;834;91;0;9;0;0;0;0
12.00 ;12.00 ;Panties;4.2;123;79;0;0;0;0;0;21
65.00 ;39.94 ;Bras;4.2;114;0;0;10;90;0;0;0
60.00 ;60.00 ;Bras;4.4;771;100;0;0;0;0;0;0
50.00 ;50.00 ;Bras;4.2;972;85;0;15;0;0;0;0
55.00 ;55.00 ;Bras;4.2;603;0;0;15;85;0;0;0
50.00 ;50.00 ;Bras;4.2;972;85;0;15;0;0;0;0
55.00 ;49.99 ;Bras;4.2;603;0;0;15;85;0;0;0
65.00 ;59.98 ;Bras;4.2;114;0;0;10;90;0;0;0
44.00 ;33.00 ;Bras;4.1;90;83;0;0;0;0;0;17
34.00 ;34.00 ;Bras;4.4;122;95;0;5;0;0;0;0
65.00 ;65.00 ;Bras;4.4;834;91;0;9;0;0;0;0
50.00 ;38.74 ;Bras;4.2;972;85;0;15;0;0;0;0
36.00 ;27.05 ;Bras;4.6;67;72;0;0;0;0;0;28
72.00 ;72.00 ;Bras;3.8;104;72;0;28;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1162;80;0;20;0;0;0;0
38.00 ;24.95 ;Bras;4.3;382;86;0;14;0;0;0;0
48.00 ;48.00 ;Bras;4.4;771;100;0;0;0;0;0;0
63.02 ;63.02 ;Bras;4.3;1886;80;0;20;0;0;0;0
46.00 ;46.00 ;Bras;4.2;740;87;0;13;0;0;0;0
38.00 ;30.65 ;Bras;4.3;382;86;0;14;0;0;0;0
50.00 ;50.00 ;Bras;4.2;972;85;0;15;0;0;0;0
34.00 ;34.00 ;Bras;4.4;122;95;0;5;0;0;0;0
48.00 ;48.00 ;Bras;4.4;395;82;0;18;0;0;0;0
48.00 ;48.00 ;Bras;4.4;395;82;0;18;0;0;0;0
38.00 ;38.00 ;Bras;4.3;382;86;0;14;0;0;0;0
44.00 ;44.00 ;Bras;4.1;28;88;0;12;0;0;0;0
36.00 ;27.00 ;Bras;4.6;67;72;0;0;0;0;0;28
65.00 ;65.00 ;Bras;4.4;834;91;0;9;0;0;0;0
38.00 ;38.00 ;Bras;4.3;382;86;0;14;0;0;0;0
46.00 ;43.00 ;Bras;4.4;288;100;0;0;0;0;0;0
68.00 ;68.00 ;Bras;3.7;62;58;0;42;0;0;0;0
46.00 ;40.48 ;Bras;4.3;485;71;0;29;0;0;0;0
48.00 ;48.00 ;Bras;4.4;395;82;0;18;0;0;0;0
39.00 ;39.00 ;Panties;4.7;154;93;0;7;0;0;0;0
53.99 ;53.99 ;Bras;4.2;603;0;0;15;85;0;0;0
50.00 ;50.00 ;Bras;4.2;972;85;0;15;0;0;0;0
38.00 ;38.00 ;Bras;4.3;382;86;0;14;0;0;0;0
46.00 ;24.95 ;Bras;4.2;740;87;0;13;0;0;0;0
50.00 ;50.00 ;Bras;4.2;972;85;0;15;0;0;0;0
33.00 ;33.00 ;Panties;4.7;458;0;0;0;0;90;0;10
65.00 ;65.00 ;Bras;4.3;1886;80;0;20;0;0;0;0
50.00 ;47.50 ;Bras;4.3;414;41;0;11;48;0;0;0
48.00 ;48.00 ;Bras;4.4;395;82;0;18;0;0;0;0
55.00 ;55.00 ;Bras;4.2;603;0;0;15;85;0;0;0
38.00 ;22.99 ;Bras;4.3;382;86;0;14;0;0;0;0
60.00 ;60.00 ;Bras;4.2;158;81;0;19;0;0;0;0
13.00 ;8.99 ;Panties;4.2;123;82;0;0;0;0;0;18
55.00 ;52.00 ;Bras;4.2;603;0;0;15;85;0;0;0
44.00 ;44.00 ;Bras;4.1;28;88;0;12;0;0;0;0
60.00 ;60.00 ;Bras;4.2;158;81;0;19;0;0;0;0
65.00 ;65.00 ;Bras;4.4;835;91;0;9;0;0;0;0
50.00 ;36.99 ;Bras;4.2;972;85;0;15;0;0;0;0
65.00 ;65.00 ;Bras;4.3;1886;80;0;20;0;0;0;0
60.00 ;48.00 ;Bras;4.4;771;82;0;18;0;0;0;0
50.00 ;50.00 ;Bras;4.3;414;41;0;11;48;0;0;0
41.00 ;41.00 ;Bras;4.3;382;86;0;14;0;0;0;0
44.00 ;33.00 ;Bras;4.1;90;83;0;0;0;0;0;17
65.00 ;40.65 ;Bras;4.2;114;0;0;10;90;0;0;0
65.00 ;59.37 ;Bras;4.3;1886;80;0;20;0;0;0;0
38.00 ;38.00 ;Bras;4.5;25;79;0;0;0;0;0;21
38.00 ;38.00 ;Bras;4.3;382;86;0;14;0;0;0;0
46.00 ;46.00 ;Bras;4.3;485;72;0;0;0;0;0;28
50.00 ;47.44 ;Bras;4.2;972;85;0;15;0;0;0;0
34.00 ;29.98 ;Bras;4.4;122;95;0;5;0;0;0;0
49.97 ;49.97 ;Bras;4.2;972;85;0;15;0;0;0;0
38.00 ;16.99 ;Bras;4.5;25;79;0;0;0;0;0;21
38.00 ;38.00 ;Bras;4.3;382;86;0;14;0;0;0;0
60.00 ;60.00 ;Bras;4.4;771;82;0;18;0;0;0;0
50.00 ;30.00 ;Bras;4.2;972;85;0;15;0;0;0;0
60.00 ;60.00 ;Bras;4.4;771;82;0;18;0;0;0;0
44.00 ;44.00 ;Bras;4.1;28;88;0;12;0;0;0;0
38.00 ;21.89 ;Bras;4.3;382;86;0;14;0;0;0;0
46.00 ;41.40 ;Bras;4.3;485;71;0;29;0;0;0;0
50.00 ;50.00 ;Bras;4.2;972;85;0;15;0;0;0;0
68.00 ;58.55 ;Bras;4.2;96;70;0;30;0;0;0;0
65.00 ;65.00 ;Bras;4.3;1886;80;0;20;0;0;0;0
50.00 ;50.00 ;Bras;4.2;972;85;0;15;0;0;0;0
55.00 ;55.00 ;Bras;4.2;603;0;0;15;85;0;0;0
36.00 ;27.00 ;Bras;4.6;67;72;0;0;0;0;0;28
44.00 ;33.00 ;Bras;4.1;90;83;0;0;0;0;0;17
60.00 ;60.00 ;Bras;4.2;158;81;0;19;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1162;85;0;15;0;0;0;0
38.00 ;21.72 ;Bras;4.3;382;86;0;14;0;0;0;0
38.00 ;29.66 ;Bras;4.3;382;86;0;14;0;0;0;0
60.00 ;60.00 ;Bras;4.2;158;81;0;19;0;0;0;0
50.00 ;44.50 ;Bras;4.3;414;41;0;11;48;0;0;0
72.00 ;35.82 ;Bras;3.8;104;72;0;28;0;0;0;0
22.00 ;22.00 ;Panties;4.8;6;43;0;9;48;0;0;0
38.00 ;28.50 ;Bras;3.8;32;71;0;0;0;0;0;29.5
65.00 ;65.00 ;Bras;4.4;834;91;0;9;0;0;0;0
65.00 ;47.00 ;Bras;4.3;1886;80;0;20;0;0;0;0
46.00 ;46.00 ;Bras;4.2;740;87;0;13;0;0;0;0
48.00 ;48.00 ;Bras;4.4;395;82;0;18;0;0;0;0
55.00 ;24.42 ;Bras;4.2;603;0;0;15;85;0;0;0
50.00 ;45.95 ;Bras;4.3;414;41;0;11;48;0;0;0
38.00 ;33.63 ;Bras;4.5;25;79;0;0;0;0;0;21
68.00 ;68.00 ;Bras;3.7;62;58;0;42;0;0;0;0
38.00 ;31.54 ;Bras;3.8;32;71;0;0;0;0;0;29.5
38.00 ;16.44 ;Bras;4.3;382;86;0;14;0;0;0;0
65.00 ;65.00 ;Bras;4.2;114;0;0;10;90;0;0;0
65.00 ;65.00 ;Bras;4.3;1886;80;0;20;0;0;0;0
36.00 ;27.00 ;Bras;4.6;67;72;0;0;0;0;0;28
48.00 ;45.00 ;Bras;4.4;395;82;0;18;0;0;0;0
65.00 ;65.00 ;Bras;4.4;834;91;0;9;0;0;0;0
46.00 ;46.00 ;Bras;4.4;288;87;0;13;0;0;0;0
60.00 ;60.00 ;Bras;4.4;771;100;0;0;0;0;0;0
50.00 ;50.00 ;Bras;4.2;972;85;0;15;0;0;0;0
48.00 ;48.00 ;Bras;4.4;395;82;0;18;0;0;0;0
55.00 ;55.00 ;Bras;4.2;603;0;0;15;85;0;0;0
65.00 ;44.95 ;Bras;4.2;114;0;0;10;90;0;0;0
50.00 ;50.00 ;Bras;4.2;972;85;0;15;0;0;0;0
68.00 ;68.00 ;Bras;3.7;62;58;0;42;0;0;0;0
48.00 ;48.00 ;Bras;4.4;395;82;0;18;0;0;0;0
65.00 ;65.00 ;Bras;4.4;834;91;0;9;0;0;0;0
44.00 ;39.60 ;Bras;4.1;15;79;0;0;0;0;0;21.5
65.00 ;65.00 ;Bras;4.4;834;91;0;9;0;0;0;0
36.00 ;32.05 ;Bras;4.6;67;72;0;0;0;0;0;28
55.00 ;55.00 ;Bras;4.2;603;0;0;15;85;0;0;0
38.00 ;38.00 ;Bras;4.3;382;86;0;14;0;0;0;0
36.00 ;36.00 ;Bras;4.6;67;72;0;0;0;0;0;28
48.00 ;48.00 ;Bras;4.4;395;82;0;18;0;0;0;0
50.00 ;50.00 ;Bras;4.1;481;0;0;0;100;0;0;0
48.40 ;48.40 ;Bras;4.2;972;85;0;15;0;0;0;0
46.00 ;46.00 ;Bras;4.2;739;87;0;13;0;0;0;0
50.00 ;50.00 ;Bras;4.3;414;54;0;13;33;0;0;0
48.00 ;48.00 ;Bras;4.4;395;82;0;18;0;0;0;0
48.00 ;48.00 ;Bras;4.2;972;85;0;15;0;0;0;0
60.00 ;51.52 ;Bras;4.2;158;81;0;19;0;0;0;0
38.00 ;38.00 ;Bras;4.3;382;86;0;14;0;0;0;0
50.00 ;50.00 ;Bras;4.1;481;0;0;0;100;0;0;0
38.00 ;38.00 ;Bras;4.3;382;86;0;14;0;0;0;0
60.00 ;60.00 ;Bras;4.4;771;82;0;18;0;0;0;0
44.00 ;39.95 ;Bras;4.1;90;83;0;0;0;0;0;17
38.00 ;25.99 ;Bras;4.3;382;86;0;14;0;0;0;0
65.00 ;49.43 ;Bras;4.3;1886;80;0;20;0;0;0;0
65.00 ;65.00 ;Bras;4.3;1886;80;0;20;0;0;0;0
60.00 ;60.00 ;Bras;4.4;771;100;0;0;0;0;0;0
38.00 ;21.89 ;Bras;4.3;382;86;0;14;0;0;0;0
38.00 ;38.00 ;Bras;4.3;382;86;0;14;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1162;80;0;20;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1162;80;0;20;0;0;0;0
46.00 ;46.00 ;Bras;4.3;485;71;0;29;0;0;0;0
60.00 ;60.00 ;Bras;4.2;158;81;0;19;0;0;0;0
38.00 ;33.63 ;Bras;3.8;32;71;0;0;0;0;0;29.5
60.00 ;60.00 ;Bras;4.4;771;100;0;0;0;0;0;0
65.00 ;65.00 ;Bras;4.3;1886;80;0;20;0;0;0;0
64.90 ;64.90 ;Bras;4.3;1886;80;0;20;0;0;0;0
34.28 ;34.28 ;Bras;4.3;382;100;0;0;0;0;0;0
25.14 ;25.14 ;Panties;4.3;428;0;0;0;0;95;0;5
46.00 ;29.95 ;Bras;4.4;288;87;0;13;0;0;0;0
44.00 ;36.28 ;Bras;4.1;15;79;0;0;0;0;0;21.5
18.00 ;14.00 ;Bras;4;515;100;0;0;0;0;0;0
46.00 ;46.00 ;Bras;4.3;484;71;0;29;0;0;0;0
65.00 ;65.00 ;Bras;4.4;834;91;0;9;0;0;0;0
33.00 ;33.00 ;Panties;4.7;458;0;0;0;0;90;0;10
50.00 ;50.00 ;Bras;4.3;414;41;0;11;48;0;0;0
38.00 ;16.47 ;Bras;4.3;382;86;0;14;0;0;0;0
50.00 ;50.00 ;Bras;4.3;414;41;0;11;48;0;0;0
38.00 ;38.00 ;Bras;4.3;382;86;0;14;0;0;0;0
38.00 ;31.54 ;Bras;3.8;32;71;0;0;0;0;0;29.5
50.00 ;50.00 ;Bras;4.1;481;0;0;0;100;0;0;0
