mrp,price,product_category,rating,review_count,Nylon,Rayon,Spandex,polyester,Cotton,Modal,Elastane,Classe
54.77,54.77,Bras,4.3,605,0,0,15,85,0,0,0.0,1
48.0,48.0,Bras,4.3,488,71,0,29,0,0,0,0.0,1
65.0,41.06,Bras,4.3,1894,80,0,20,0,0,0,0.0,1
36.0,27.0,Bras,4.6,68,72,0,0,0,0,0,28.0,0
65.0,51.99,Bras,4.3,1894,80,0,20,0,0,0,0.0,1
60.0,60.0,Bras,4.5,773,100,0,0,0,0,0,0.0,1
68.0,49.99,Bras,4.2,250,80,0,20,0,0,0,0.0,1
22.0,14.66,Panties,4.4,405,0,0,12,0,53,35,0.0,0
48.0,29.79,Bras,4.3,398,82,0,18,0,0,0,0.0,1
60.0,27.59,Bras,4.4,772,82,0,18,0,0,0,0.0,1
64.9,64.9,Bras,4.3,1894,80,0,20,0,0,0,0.0,1
60.0,48.0,Bras,4.5,773,100,0,0,0,0,0,0.0,1
65.0,44.94,Bras,4.2,114,0,0,10,90,0,0,0.0,1
46.0,38.04,Bras,4.3,488,71,0,29,0,0,0,0.0,1
22.0,15.99,Panties,4.4,405,0,0,0,0,53,35,12.0,0
60.0,39.99,Bras,4.4,772,100,0,0,0,0,0,0.0,1
55.0,49.97,Bras,4.3,605,0,0,15,85,0,0,0.0,1
38.0,29.86,Bras,4.3,382,86,0,14,0,0,0,0.0,1
72.0,72.0,Bras,3.8,105,72,0,28,0,0,0,0.0,1
46.0,18.5,Bras,4.2,742,87,0,13,0,0,0,0.0,1
54.99,54.99,Bras,4.3,605,0,0,15,85,0,0,0.0,1
36.0,25.99,Bras,4.6,68,72,0,0,0,0,0,28.0,0
48.0,34.95,Bras,4.3,398,82,0,18,0,0,0,0.0,1
27.83,27.83,Panties,4.3,429,0,0,0,0,95,0,5.0,0
18.0,18.0,Bras,4.0,518,89,0,11,0,0,0,0.0,1
68.0,39.95,Bras,4.2,250,80,0,20,0,0,0,0.0,1
68.0,33.97,Bras,4.2,96,70,0,30,0,0,0,0.0,1
22.0,18.92,Panties,4.4,405,0,0,0,0,53,35,12.0,0
22.0,22.0,Panties,4.4,405,0,0,12,0,53,35,0.0,0
24.99,24.99,Panties,4.4,405,0,0,0,0,53,35,12.0,0
48.0,34.99,Bras,4.3,398,82,0,18,0,0,0,0.0,1
22.0,17.44,Panties,4.2,19,0,0,0,0,92,0,8.0,0
60.0,44.99,Bras,4.5,773,100,0,0,0,0,0,0.0,1
69.99,69.99,Bras,4.3,1894,80,0,20,0,0,0,0.0,1
33.0,29.68,Panties,4.0,95,75,0,0,0,0,0,25.0,0
48.0,21.89,Bras,4.3,398,82,0,18,0,0,0,0.0,1
64.98,64.98,Bras,4.3,1894,80,0,20,0,0,0,0.0,1
51.23,51.23,Bras,4.3,414,41,0,11,48,0,0,0.0,1
33.0,30.0,Panties,4.7,460,0,0,0,0,90,0,10.0,0
68.0,68.0,Bras,4.2,250,80,0,20,0,0,0,0.0,1
32.33,32.33,Panties,4.0,95,72,0,0,0,0,0,28.0,0
38.0,33.63,Bras,4.5,26,79,0,0,0,0,0,21.0,0
33.0,33.0,Panties,4.0,15,72,0,0,0,0,0,28.0,0
68.0,45.49,Bras,4.2,250,80,0,20,0,0,0,0.0,1
36.0,32.4,Bras,4.6,68,72,0,0,0,0,0,28.0,0
68.0,35.0,Bras,4.2,96,70,0,30,0,0,0,0.0,1
38.0,15.27,Bras,4.3,382,86,0,14,0,0,0,0.0,1
50.0,32.78,Bras,4.3,414,41,0,11,48,0,0,0.0,1
38.0,20.53,Bras,4.3,382,86,0,14,0,0,0,0.0,1
65.0,38.0,Bras,4.2,114,0,0,10,90,0,0,0.0,1
22.0,16.5,Panties,4.4,405,0,0,12,0,53,35,0.0,0
20.0,17.01,Panties,4.7,532,0,0,0,0,53,35,12.0,0
37.58,37.58,Bras,3.8,32,71,0,0,0,0,0,29.5,0
36.0,29.99,Bras,4.6,68,72,0,0,0,0,0,28.0,0
43.5,43.5,Bras,4.3,414,41,0,11,48,0,0,0.0,1
38.0,34.2,Bras,4.5,26,79,0,0,0,0,0,21.0,0
48.0,29.99,Bras,4.3,398,82,0,18,0,0,0,0.0,1
38.0,20.99,Bras,3.8,32,71,0,0,0,0,0,29.5,0
60.0,48.0,Bras,4.5,773,82,0,18,0,0,0,0.0,1
68.0,54.5,Bras,4.2,250,80,0,20,0,0,0,0.0,1
46.0,46.0,Bras,4.3,488,71,0,29,0,0,0,0.0,1
46.0,29.99,Bras,4.4,291,87,0,13,0,0,0,0.0,1
65.0,65.0,Bras,4.3,1894,80,0,20,0,0,0,0.0,1
46.0,46.0,Bras,4.3,191,82,0,18,0,0,0,0.0,1
38.0,38.0,Bras,4.5,26,79,0,0,0,0,0,21.0,0
17.0,17.0,Panties,4.4,405,0,0,0,0,53,35,12.0,0
60.0,39.95,Bras,4.4,772,100,0,0,0,0,0,0.0,1
33.0,33.0,Panties,4.0,95,72,0,0,0,0,0,28.0,0
50.0,26.99,Bras,4.3,414,41,0,11,48,0,0,0.0,1
44.0,44.0,Bras,4.0,29,88,0,12,0,0,0,0.0,1
22.0,22.0,Panties,4.4,405,0,0,0,0,53,35,12.0,0
68.0,37.79,Bras,4.2,250,80,0,20,0,0,0,0.0,1
36.0,36.0,Bras,4.6,68,72,0,0,0,0,0,28.0,0
31.47,31.47,Panties,4.0,95,72,0,0,0,0,0,28.0,0
47.99,47.99,Bras,4.2,972,85,0,15,0,0,0,0.0,1
39.0,39.0,Panties,4.7,128,93,0,7,0,0,0,0.0,0
65.0,65.0,Bras,4.4,1163,85,0,15,0,0,0,0.0,1
44.0,44.0,Bras,4.1,16,79,0,0,0,0,0,21.5,0
22.0,17.5,Panties,4.2,19,0,0,0,0,92,0,8.0,0
49.0,40.14,Panties,4.3,429,0,0,0,0,95,0,5.0,0
64.9,64.9,Bras,4.4,1163,80,0,20,0,0,0,0.0,1
60.0,48.0,Bras,4.4,772,100,0,0,0,0,0,0.0,1
46.0,32.98,Bras,4.3,488,71,0,29,0,0,0,0.0,1
64.31,64.31,Bras,4.4,1163,80,0,20,0,0,0,0.0,1
46.0,46.0,Bras,4.2,742,87,0,13,0,0,0,0.0,1
38.0,31.53,Bras,4.3,382,86,0,14,0,0,0,0.0,1
72.0,50.4,Bras,3.8,105,72,0,28,0,0,0,0.0,1
60.0,60.0,Bras,4.4,772,82,0,18,0,0,0,0.0,1
46.0,46.0,Bras,4.3,190,82,0,18,0,0,0,0.0,1
65.0,65.0,Bras,4.4,841,91,0,9,0,0,0,0.0,1
68.0,38.22,Bras,4.2,96,70,0,30,0,0,0,0.0,1
42.31,42.31,Bras,4.0,29,88,0,12,0,0,0,0.0,1
65.0,65.0,Bras,4.4,1163,80,0,20,0,0,0,0.0,1
68.0,20.71,Bras,4.2,96,70,0,30,0,0,0,0.0,1
48.0,48.0,Bras,4.3,398,82,0,18,0,0,0,0.0,1
32.0,25.59,Bras,3.9,93,0,0,0,0,92,0,8.0,0
65.0,57.93,Bras,4.2,114,0,0,10,90,0,0,0.0,1
22.0,15.13,Panties,4.4,405,0,0,12,0,53,35,0.0,0
55.0,55.0,Bras,4.3,605,0,0,15,85,0,0,0.0,1
50.0,50.0,Bras,4.1,483,0,0,0,100,0,0,0.0,1
36.0,32.05,Bras,4.6,68,72,0,0,0,0,0,28.0,0
46.0,40.48,Bras,4.3,488,71,0,29,0,0,0,0.0,1
65.0,38.16,Bras,4.2,114,0,0,10,90,0,0,0.0,1
46.0,34.5,Bras,4.3,488,72,0,0,0,0,0,28.0,0
60.0,60.0,Bras,4.4,772,100,0,0,0,0,0,0.0,1
22.0,17.6,Panties,4.2,19,0,0,0,0,92,0,8.0,0
46.0,34.5,Bras,4.3,488,71,0,29,0,0,0,0.0,1
60.0,60.0,Bras,4.5,773,82,0,18,0,0,0,0.0,1
36.0,36.0,Panties,3.8,80,72,0,0,0,0,0,28.0,0
60.0,33.6,Bras,4.5,725,100,0,0,0,0,0,0.0,1
44.0,29.0,Bras,4.2,409,76,0,0,0,0,0,24.0,0
12.98,12.98,Panties,4.4,115,79,0,0,0,0,0,21.0,0
29.35,29.35,Bras,4.3,431,71,0,29,0,0,0,0.0,1
68.0,39.81,Bras,4.2,235,80,0,20,0,0,0,0.0,1
60.0,56.16,Bras,4.5,725,82,0,18,0,0,0,0.0,1
68.0,54.98,Bras,4.2,234,80,0,20,0,0,0,0.0,1
34.0,34.0,Bras,4.4,107,95,0,5,0,0,0,0.0,1
55.0,33.18,Bras,4.2,555,0,0,15,85,0,0,0.0,1
41.98,41.98,Bras,4.0,221,80,0,20,0,0,0,0.0,1
65.0,41.99,Bras,4.3,1763,80,0,20,0,0,0,0.0,1
22.0,13.6,Panties,4.4,380,0,0,0,0,53,35,12.0,0
50.0,34.35,Bras,4.3,391,41,0,11,48,0,0,0.0,1
38.0,16.39,Bras,4.2,360,86,0,14,0,0,0,0.0,1
38.0,21.79,Bras,4.2,360,86,0,14,0,0,0,0.0,1
48.0,48.0,Bras,4.2,913,85,0,15,0,0,0,0.0,1
65.0,34.3,Bras,4.3,88,0,0,10,90,0,0,0.0,1
50.0,22.95,Bras,4.2,913,85,0,15,0,0,0,0.0,1
38.0,12.97,Bras,4.2,360,86,0,14,0,0,0,0.0,1
28.0,21.0,Bras,3.0,1,0,0,0,0,92,0,8.0,0
37.96,37.96,Bras,4.2,360,86,0,14,0,0,0,0.0,1
68.0,49.99,Bras,4.2,234,80,0,20,0,0,0,0.0,1
38.0,25.27,Bras,4.2,360,86,0,14,0,0,0,0.0,1
68.0,68.0,Bras,4.2,235,80,0,20,0,0,0,0.0,1
44.95,44.95,Bras,4.3,88,0,0,10,90,0,0,0.0,1
50.0,37.49,Bras,4.3,391,41,0,11,48,0,0,0.0,1
55.0,40.0,Bras,4.2,555,0,0,15,85,0,0,0.0,1
60.0,26.11,Bras,4.5,725,82,0,18,0,0,0,0.0,1
60.0,57.0,Bras,4.5,725,82,0,18,0,0,0,0.0,1
72.0,52.5,Bras,3.8,80,72,0,28,0,0,0,0.0,1
36.48,36.48,Bras,3.8,27,71,0,0,0,0,0,29.5,0
20.9,20.9,Panties,4.3,375,0,0,0,0,95,0,5.0,0
72.0,59.34,Bras,3.8,80,72,0,28,0,0,0,0.0,1
46.0,24.95,Bras,4.3,431,71,0,29,0,0,0,0.0,1
24.95,24.95,Bras,4.2,702,87,0,13,0,0,0,0.0,1
58.0,44.5,Bras,4.1,9,59,0,41,0,0,0,0.0,1
60.0,47.99,Bras,4.5,725,82,0,18,0,0,0,0.0,1
46.0,46.0,Bras,4.4,255,87,0,13,0,0,0,0.0,1
55.0,49.59,Bras,4.2,555,0,0,15,85,0,0,0.0,1
20.0,12.03,Panties,4.7,507,0,0,0,0,53,35,12.0,0
50.0,35.0,Bras,4.3,390,54,0,13,33,0,0,0.0,1
37.0,37.0,Panties,3.8,80,72,0,0,0,0,0,28.0,0
65.0,52.17,Bras,4.3,1764,80,0,20,0,0,0,0.0,1
46.0,41.54,Bras,4.3,431,71,0,29,0,0,0,0.0,1
30.91,30.91,Panties,4.7,135,93,0,7,0,0,0,0.0,0
33.0,19.14,Panties,3.6,10,72,0,0,0,0,0,28.0,0
33.0,30.0,Panties,4.7,427,0,0,0,0,90,0,10.0,0
42.0,36.84,Bras,4.0,221,80,0,20,0,0,0,0.0,1
65.0,44.95,Bras,4.2,87,0,0,10,90,0,0,0.0,1
46.0,40.47,Bras,4.3,431,71,0,29,0,0,0,0.0,1
22.0,17.3,Panties,4.4,380,0,0,0,0,53,35,12.0,0
49.0,29.0,Panties,4.3,375,0,0,0,0,95,0,5.0,0
19.83,19.83,Bras,4.1,9,59,0,41,0,0,0,0.0,1
58.0,40.45,Bras,4.1,9,59,0,41,0,0,0,0.0,1
33.0,17.57,Panties,3.6,10,72,0,0,0,0,0,28.0,0
34.99,34.99,Bras,4.3,88,0,0,10,90,0,0,0.0,1
18.0,11.99,Bras,4.0,484,100,0,0,0,0,0,0.0,0
39.0,30.97,Panties,4.1,42,88,0,0,0,0,0,12.0,0
22.0,17.99,Panties,4.4,380,0,0,0,0,53,35,12.0,0
59.87,59.87,Bras,4.3,391,41,0,11,48,0,0,0.0,1
22.27,22.27,Bras,4.0,221,80,0,20,0,0,0,0.0,1
38.0,24.0,Bras,4.2,360,86,0,14,0,0,0,0.0,1
36.86,36.86,Bras,4.0,221,80,0,20,0,0,0,0.0,1
60.0,54.98,Bras,4.5,725,82,0,18,0,0,0,0.0,1
38.0,22.64,Bras,4.2,360,86,0,14,0,0,0,0.0,1
39.0,39.0,Panties,4.1,42,88,0,0,0,0,0,12.0,0
38.0,32.49,Bras,3.8,27,71,0,0,0,0,0,29.5,0
41.49,41.49,Bras,4.0,221,80,0,20,0,0,0,0.0,1
39.0,24.99,Panties,4.7,110,93,0,7,0,0,0,0.0,0
60.0,34.95,Bras,4.5,725,82,0,18,0,0,0,0.0,1
27.0,20.99,Panties,4.4,91,41,0,11,48,0,0,0.0,0
38.0,13.87,Bras,4.2,360,86,0,14,0,0,0,0.0,1
22.0,7.84,Panties,4.4,380,0,0,12,0,53,35,0.0,0
36.0,36.0,Bras,3.9,3,78,0,0,0,0,0,22.0,0
22.0,22.0,Panties,5.0,5,0,0,0,0,92,0,8.0,0
33.0,29.7,Panties,3.8,80,72,0,0,0,0,0,28.0,0
69.84,69.84,Bras,3.8,80,72,0,28,0,0,0,0.0,1
32.0,28.48,Bras,3.7,54,0,0,0,0,92,0,8.0,0
50.0,39.95,Bras,4.3,391,41,0,11,48,0,0,0.0,1
42.0,29.99,Bras,3.9,178,67,0,33,0,0,0,0.0,1
33.0,33.0,Panties,3.8,80,75,0,0,0,0,0,25.0,0
37.98,37.98,Bras,3.8,27,71,0,0,0,0,0,29.5,0
55.0,40.99,Bras,4.2,555,0,0,15,85,0,0,0.0,1
38.0,19.84,Bras,4.2,360,86,0,14,0,0,0,0.0,1
39.0,39.0,Panties,4.3,69,88,0,0,0,0,0,12.0,0
31.48,31.48,Bras,4.0,221,80,0,20,0,0,0,0.0,1
64.95,64.95,Bras,4.3,88,0,0,10,90,0,0,0.0,1
9.04,9.04,Panties,4.4,115,82,0,0,0,0,0,18.0,0
39.95,39.95,Bras,4.3,88,0,0,10,90,0,0,0.0,1
39.0,22.58,Panties,4.7,135,93,0,7,0,0,0,0.0,0
36.0,32.95,Bras,4.5,47,72,0,0,0,0,0,28.0,0
68.0,47.6,Bras,4.2,234,80,0,20,0,0,0,0.0,1
58.0,40.3,Bras,4.1,9,59,0,41,0,0,0,0.0,1
27.0,27.0,Panties,4.4,91,41,0,11,48,0,0,0.0,0
18.0,18.0,Bras,4.0,483,89,0,11,0,0,0,0.0,1
38.0,25.0,Bras,4.2,360,86,0,14,0,0,0,0.0,1
42.0,42.0,Bras,3.9,178,70,0,0,0,0,0,30.0,0
64.99,64.99,Bras,4.3,88,0,0,10,90,0,0,0.0,1
41.88,41.88,Bras,4.1,9,59,0,41,0,0,0,0.0,1
32.99,32.99,Bras,4.0,221,80,0,20,0,0,0,0.0,1
46.0,41.39,Bras,4.3,431,71,0,29,0,0,0,0.0,1
38.0,23.79,Bras,4.2,360,86,0,14,0,0,0,0.0,1
22.0,18.68,Panties,4.4,380,0,0,12,0,53,35,0.0,0
42.0,39.98,Bras,4.0,221,80,0,20,0,0,0,0.0,1
42.0,28.27,Bras,3.9,178,67,0,33,0,0,0,0.0,1
65.0,61.0,Bras,4.3,1763,80,0,20,0,0,0,0.0,1
50.0,34.93,Bras,4.3,391,41,0,11,48,0,0,0.0,1
65.0,28.18,Bras,4.3,1764,80,0,20,0,0,0,0.0,1
65.0,38.99,Bras,4.3,88,0,0,10,90,0,0,0.0,1
57.5,57.5,Bras,4.2,913,85,0,15,0,0,0,0.0,1
50.0,20.61,Bras,4.3,390,41,0,11,48,0,0,0.0,1
58.0,46.35,Bras,4.1,9,59,0,41,0,0,0,0.0,1
50.0,45.0,Bras,4.3,391,41,0,11,48,0,0,0.0,1
65.0,59.0,Bras,4.3,1764,80,0,20,0,0,0,0.0,1
22.0,22.0,Panties,4.4,380,0,0,0,0,53,35,12.0,0
39.0,39.0,Panties,4.7,110,93,0,7,0,0,0,0.0,0
27.0,18.59,Panties,4.4,91,41,0,11,48,0,0,0.0,0
37.99,37.99,Bras,4.1,9,59,0,41,0,0,0,0.0,1
50.0,30.99,Bras,4.3,390,54,0,13,33,0,0,0.0,1
42.0,42.0,Bras,3.9,178,67,0,33,0,0,0,0.0,1
72.0,42.68,Bras,3.8,80,72,0,28,0,0,0,0.0,1
38.0,21.34,Bras,4.2,360,86,0,14,0,0,0,0.0,1
68.0,40.99,Bras,4.2,234,80,0,20,0,0,0,0.0,1
50.0,23.73,Bras,4.2,913,85,0,15,0,0,0,0.0,1
46.0,46.0,Bras,4.2,704,87,0,13,0,0,0,0.0,1
33.0,23.1,Panties,4.7,427,0,0,0,0,90,0,10.0,0
46.0,41.4,Bras,4.3,431,72,0,0,0,0,0,28.0,0
58.0,44.95,Bras,4.1,9,59,0,41,0,0,0,0.0,1
