mrp,price,product_category,rating,review_count,Nylon,Rayon,Spandex,polyester,Cotton,Modal,Elastane,Classe
30.0,30.0,0,3.9,47,100,0,0,0,0,0,0.0,0
65.0,65.0,1,4.4,834,91,0,9,0,0,0,0.0,1
48.0,48.0,1,4.4,395,82,0,18,0,0,0,0.0,1
68.0,68.0,1,3.7,62,58,0,42,0,0,0,0.0,1
60.0,60.0,1,4.4,771,100,0,0,0,0,0,0.0,1
38.0,38.0,1,3.8,32,71,0,0,0,0,0,29.5,0
46.0,46.0,1,4.4,288,100,0,0,0,0,0,0.0,1
36.0,27.0,1,4.6,67,72,0,0,0,0,0,28.0,0
60.0,60.0,1,4.4,771,82,0,18,0,0,0,0.0,1
60.0,60.0,1,4.4,771,82,0,18,0,0,0,0.0,1
65.0,65.0,1,4.3,1886,80,0,20,0,0,0,0.0,1
46.0,41.4,1,4.3,485,71,0,29,0,0,0,0.0,1
50.0,25.99,1,4.3,414,41,0,11,48,0,0,0.0,1
38.0,29.35,1,4.3,382,100,0,0,0,0,0,0.0,1
65.0,41.06,1,4.3,1886,80,0,20,0,0,0,0.0,1
22.0,22.0,0,4.4,403,0,0,12,0,53,35,0.0,0
38.0,34.2,1,3.8,32,71,0,0,0,0,0,29.5,0
22.0,15.91,0,4.2,18,0,0,0,0,92,0,8.0,0
62.99,62.99,1,4.2,114,0,0,10,90,0,0,0.0,1
18.0,18.0,1,4.0,515,89,0,11,0,0,0,0.0,0
48.0,48.0,1,4.4,395,82,0,18,0,0,0,0.0,1
48.0,48.0,1,4.4,395,82,0,18,0,0,0,0.0,1
60.0,60.0,1,4.4,771,82,0,18,0,0,0,0.0,1
65.0,65.0,1,4.4,1162,80,0,20,0,0,0,0.0,1
38.0,38.0,1,4.3,382,86,0,14,0,0,0,0.0,1
60.0,60.0,1,4.4,771,82,0,18,0,0,0,0.0,1
59.99,59.99,1,4.4,771,82,0,18,0,0,0,0.0,1
48.0,21.99,1,4.4,395,82,0,18,0,0,0,0.0,1
55.0,55.0,1,4.2,603,0,0,15,85,0,0,0.0,1
46.0,46.0,1,4.3,185,82,0,18,0,0,0,0.0,1
65.0,65.0,1,4.4,313,0,0,0,100,0,0,0.0,1
65.0,60.22,1,4.2,114,0,0,10,90,0,0,0.0,1
68.0,31.69,1,4.2,96,70,0,30,0,0,0,0.0,1
33.0,20.99,0,4.7,458,0,0,0,0,90,0,10.0,0
36.0,27.0,1,4.6,67,72,0,0,0,0,0,28.0,0
72.0,50.4,1,3.8,104,72,0,28,0,0,0,0.0,1
60.0,60.0,1,4.4,771,82,0,18,0,0,0,0.0,1
44.0,33.0,1,4.1,90,83,0,0,0,0,0,17.0,0
55.0,55.0,1,4.2,603,0,0,15,85,0,0,0.0,1
72.0,50.4,1,3.8,104,72,0,28,0,0,0,0.0,1
65.0,65.0,1,4.4,1162,80,0,20,0,0,0,0.0,1
65.0,65.0,1,4.4,834,91,0,9,0,0,0,0.0,1
50.0,34.93,1,4.3,414,41,0,11,48,0,0,0.0,1
60.0,60.0,1,4.4,771,82,0,18,0,0,0,0.0,1
50.0,50.0,1,4.2,972,85,0,15,0,0,0,0.0,1
50.0,34.93,1,4.3,414,41,0,11,48,0,0,0.0,1
38.0,38.0,1,4.3,382,86,0,14,0,0,0,0.0,1
68.0,68.0,1,3.7,62,58,0,42,0,0,0,0.0,1
39.99,39.99,0,5.0,1,83,0,0,0,0,0,17.0,0
36.0,29.99,1,4.6,67,72,0,0,0,0,0,28.0,0
27.0,24.5,0,4.3,95,82,0,18,0,0,0,0.0,0
65.0,65.0,1,4.4,1162,80,0,20,0,0,0,0.0,1
50.0,50.0,1,4.1,481,0,0,0,100,0,0,0.0,1
60.0,60.0,1,4.4,771,82,0,18,0,0,0,0.0,1
38.0,38.0,1,4.3,382,86,0,14,0,0,0,0.0,1
60.0,60.0,1,4.4,771,82,0,18,0,0,0,0.0,1
60.0,60.0,1,4.2,158,81,0,19,0,0,0,0.0,1
50.0,50.0,1,4.2,972,85,0,15,0,0,0,0.0,1
60.0,60.0,1,4.2,158,81,0,19,0,0,0,0.0,1
36.0,27.0,1,4.6,67,72,0,0,0,0,0,28.0,0
65.0,65.0,1,4.4,1162,80,0,20,0,0,0,0.0,1
46.0,46.0,1,4.3,484,71,0,29,0,0,0,0.0,1
50.0,50.0,1,4.2,972,85,0,15,0,0,0,0.0,1
38.0,25.99,1,4.3,382,86,0,14,0,0,0,0.0,1
33.0,20.99,0,4.7,458,0,0,0,0,90,0,10.0,0
39.0,39.0,0,4.1,60,88,0,0,0,0,0,12.0,0
46.0,34.5,1,4.3,485,71,0,29,0,0,0,0.0,1
50.0,50.0,1,4.2,972,85,0,15,0,0,0,0.0,1
50.0,50.0,1,4.2,972,85,0,15,0,0,0,0.0,1
46.0,40.48,1,4.3,485,71,0,29,0,0,0,0.0,1
50.0,39.75,1,4.2,972,85,0,15,0,0,0,0.0,1
13.0,13.0,0,4.2,123,79,0,0,0,0,0,21.0,0
50.0,50.0,1,4.2,972,85,0,15,0,0,0,0.0,1
55.0,35.0,1,4.2,603,0,0,15,85,0,0,0.0,1
65.0,65.0,1,4.4,834,91,0,9,0,0,0,0.0,1
65.0,30.95,1,4.2,114,0,0,10,90,0,0,0.0,1
38.0,22.99,1,4.3,382,86,0,14,0,0,0,0.0,1
46.0,46.0,1,4.3,185,82,0,18,0,0,0,0.0,1
60.0,60.0,1,4.4,771,82,0,18,0,0,0,0.0,1
46.0,41.4,1,4.3,485,71,0,29,0,0,0,0.0,1
38.0,33.63,1,3.8,32,71,0,0,0,0,0,29.5,0
48.0,48.0,1,4.3,485,71,0,29,0,0,0,0.0,1
41.86,41.86,1,4.2,114,0,0,10,90,0,0,0.0,1
60.0,60.0,1,4.4,771,82,0,18,0,0,0,0.0,1
26.95,26.95,0,3.9,47,100,0,0,0,0,0,0.0,0
38.0,20.14,1,4.3,382,86,0,14,0,0,0,0.0,1
68.0,68.0,1,3.7,62,58,0,42,0,0,0,0.0,1
38.0,38.0,1,4.3,382,86,0,14,0,0,0,0.0,1
44.0,39.6,1,4.1,15,79,0,0,0,0,0,21.5,0
65.0,65.0,1,4.4,834,91,0,9,0,0,0,0.0,1
50.0,50.0,1,4.3,414,54,0,13,33,0,0,0.0,1
60.0,42.0,1,4.4,771,100,0,0,0,0,0,0.0,1
46.0,46.0,1,4.3,485,71,0,29,0,0,0,0.0,1
65.0,39.95,1,4.2,114,0,0,10,90,0,0,0.0,1
38.0,35.33,1,3.8,32,71,0,0,0,0,0,29.5,0
33.63,33.63,1,4.5,25,79,0,0,0,0,0,21.0,0
38.0,28.5,1,4.5,25,79,0,0,0,0,0,21.0,0
27.0,27.0,0,4.3,95,41,0,11,48,0,0,0.0,0
60.0,48.0,1,4.4,771,82,0,18,0,0,0,0.0,1
55.0,55.0,1,4.2,603,0,0,15,85,0,0,0.0,1
44.0,44.0,1,4.1,15,79,0,0,0,0,0,21.5,0
50.0,50.0,1,4.2,972,85,0,15,0,0,0,0.0,1
38.0,38.0,1,4.3,382,86,0,14,0,0,0,0.0,1
50.0,50.0,1,4.1,481,0,0,0,100,0,0,0.0,1
38.0,25.99,1,4.3,382,86,0,14,0,0,0,0.0,1
38.0,38.0,1,4.3,382,86,0,14,0,0,0,0.0,1
65.0,65.0,1,4.4,834,91,0,9,0,0,0,0.0,1
68.0,68.0,1,3.7,62,58,0,42,0,0,0,0.0,1
46.0,46.0,1,4.4,288,100,0,0,0,0,0,0.0,1
39.0,39.0,0,4.7,127,93,0,7,0,0,0,0.0,0
65.0,65.0,1,4.4,834,91,0,9,0,0,0,0.0,1
33.88,33.88,0,4.6,104,0,0,0,0,53,35,12.0,0
65.0,42.35,1,4.2,114,0,0,10,90,0,0,0.0,1
38.0,22.0,1,4.3,382,86,0,14,0,0,0,0.0,1
65.0,65.0,1,4.4,834,91,0,9,0,0,0,0.0,1
65.0,65.0,1,4.4,1162,80,0,20,0,0,0,0.0,1
48.0,21.99,1,4.4,395,82,0,18,0,0,0,0.0,1
28.5,28.5,1,3.8,32,0,71,0,0,0,0,29.0,0
36.0,27.0,1,4.6,67,72,0,0,0,0,0,28.0,0
55.0,55.0,1,4.2,603,0,0,15,85,0,0,0.0,1
46.0,46.0,1,4.3,185,82,0,18,0,0,0,0.0,1
65.0,65.0,1,4.3,1886,80,0,20,0,0,0,0.0,1
48.0,21.99,1,4.4,395,82,0,18,0,0,0,0.0,1
46.0,46.0,1,4.4,288,87,0,13,0,0,0,0.0,1
65.0,65.0,1,4.4,834,91,0,9,0,0,0,0.0,1
48.0,44.99,1,4.4,395,82,0,18,0,0,0,0.0,1
60.0,49.22,1,4.4,771,100,0,0,0,0,0,0.0,1
46.0,46.0,1,4.4,288,100,0,0,0,0,0,0.0,1
65.0,65.0,1,4.4,1162,80,0,20,0,0,0,0.0,1
46.0,46.0,1,4.3,484,72,0,0,0,0,0,28.0,0
50.0,50.0,1,4.3,414,54,0,13,33,0,0,0.0,1
36.0,27.0,1,4.6,67,72,0,0,0,0,0,28.0,0
60.0,60.0,1,4.2,158,81,0,19,0,0,0,0.0,1
46.0,40.48,1,4.3,485,71,0,29,0,0,0,0.0,1
65.0,65.0,1,4.4,834,91,0,9,0,0,0,0.0,1
65.0,65.0,1,4.4,1162,80,0,20,0,0,0,0.0,1
38.0,33.63,1,4.5,25,79,0,0,0,0,0,21.0,0
65.0,65.0,1,4.3,1886,80,0,20,0,0,0,0.0,1
68.0,27.96,1,4.2,96,70,0,30,0,0,0,0.0,1
38.0,36.19,1,4.3,382,86,0,14,0,0,0,0.0,1
38.0,33.63,1,4.5,25,79,0,0,0,0,0,21.0,0
38.0,38.0,1,4.3,382,86,0,14,0,0,0,0.0,1
65.0,65.0,1,4.4,834,91,0,9,0,0,0,0.0,1
50.0,50.0,1,4.2,972,85,0,15,0,0,0,0.0,1
50.0,47.0,1,4.2,972,85,0,15,0,0,0,0.0,1
60.0,60.0,1,4.2,158,81,0,19,0,0,0,0.0,1
65.0,65.0,1,4.3,1886,80,0,20,0,0,0,0.0,1
65.0,65.0,1,4.4,1162,80,0,20,0,0,0,0.0,1
65.0,65.0,1,4.2,114,0,0,10,90,0,0,0.0,1
60.0,60.0,1,4.2,158,81,0,19,0,0,0,0.0,1
65.0,41.06,1,4.3,1886,80,0,20,0,0,0,0.0,1
46.0,40.48,1,4.3,485,71,0,29,0,0,0,0.0,1
60.0,60.0,1,4.4,771,100,0,0,0,0,0,0.0,1
38.0,38.0,1,4.3,382,86,0,14,0,0,0,0.0,1
33.63,33.63,1,4.5,25,79,0,0,0,0,0,21.0,0
38.0,21.89,1,4.3,382,86,0,14,0,0,0,0.0,1
46.0,46.0,1,4.3,185,82,0,18,0,0,0,0.0,1
65.0,65.0,1,4.4,313,0,0,0,100,0,0,0.0,1
65.0,65.0,1,4.3,1886,80,0,20,0,0,0,0.0,1
60.0,60.0,1,4.4,771,82,0,18,0,0,0,0.0,1
60.0,60.0,1,4.2,158,81,0,19,0,0,0,0.0,1
65.0,65.0,1,4.4,834,91,0,9,0,0,0,0.0,1
60.0,60.0,1,4.4,771,82,0,18,0,0,0,0.0,1
46.0,29.95,1,4.4,288,87,0,13,0,0,0,0.0,1
48.0,32.96,1,4.4,395,82,0,18,0,0,0,0.0,1
55.0,55.0,1,4.2,603,0,0,15,85,0,0,0.0,1
65.0,65.0,1,4.3,1886,80,0,20,0,0,0,0.0,1
50.0,50.0,1,4.2,972,85,0,15,0,0,0,0.0,1
60.0,44.99,1,4.4,771,100,0,0,0,0,0,0.0,1
33.0,20.99,0,4.7,458,0,0,0,0,90,0,10.0,0
18.0,18.0,1,4.0,516,89,0,11,0,0,0,0.0,0
48.0,48.0,1,4.3,414,54,0,13,33,0,0,0.0,1
18.0,18.0,1,4.0,516,89,0,11,0,0,0,0.0,0
65.0,65.0,1,4.4,834,91,0,9,0,0,0,0.0,1
65.0,65.0,1,4.4,834,91,0,9,0,0,0,0.0,1
50.0,50.0,1,4.2,972,85,0,15,0,0,0,0.0,1
64.98,64.98,1,4.3,1886,80,0,20,0,0,0,0.0,1
33.0,33.0,0,3.9,13,72,0,0,0,0,0,28.0,0
38.0,21.79,1,4.3,382,86,0,14,0,0,0,0.0,1
55.0,55.0,1,4.2,603,0,0,15,85,0,0,0.0,1
38.0,38.0,1,3.8,32,71,0,0,0,0,0,29.5,0
38.0,33.63,1,4.5,25,79,0,0,0,0,0,21.0,0
60.0,60.0,1,4.2,158,81,0,19,0,0,0,0.0,1
65.0,65.0,1,4.4,834,91,0,9,0,0,0,0.0,1
65.0,58.88,1,4.3,1886,80,0,20,0,0,0,0.0,1
65.0,65.0,1,4.2,114,0,0,10,90,0,0,0.0,1
55.0,55.0,1,4.2,603,0,0,15,85,0,0,0.0,1
60.0,60.0,1,4.2,158,81,0,19,0,0,0,0.0,1
65.0,65.0,1,4.4,834,91,0,9,0,0,0,0.0,1
12.0,12.0,0,4.2,123,79,0,0,0,0,0,21.0,0
65.0,39.94,1,4.2,114,0,0,10,90,0,0,0.0,1
60.0,60.0,1,4.4,771,100,0,0,0,0,0,0.0,1
50.0,50.0,1,4.2,972,85,0,15,0,0,0,0.0,1
55.0,55.0,1,4.2,603,0,0,15,85,0,0,0.0,1
50.0,50.0,1,4.2,972,85,0,15,0,0,0,0.0,1
55.0,49.99,1,4.2,603,0,0,15,85,0,0,0.0,1
65.0,59.98,1,4.2,114,0,0,10,90,0,0,0.0,1
44.0,33.0,1,4.1,90,83,0,0,0,0,0,17.0,0
34.0,34.0,1,4.4,122,95,0,5,0,0,0,0.0,1
65.0,65.0,1,4.4,834,91,0,9,0,0,0,0.0,1
50.0,38.74,1,4.2,972,85,0,15,0,0,0,0.0,1
36.0,27.05,1,4.6,67,72,0,0,0,0,0,28.0,0
72.0,72.0,1,3.8,104,72,0,28,0,0,0,0.0,1
65.0,65.0,1,4.4,1162,80,0,20,0,0,0,0.0,1
38.0,24.95,1,4.3,382,86,0,14,0,0,0,0.0,1
48.0,48.0,1,4.4,771,100,0,0,0,0,0,0.0,1
63.02,63.02,1,4.3,1886,80,0,20,0,0,0,0.0,1
46.0,46.0,1,4.2,740,87,0,13,0,0,0,0.0,1
38.0,30.65,1,4.3,382,86,0,14,0,0,0,0.0,1
50.0,50.0,1,4.2,972,85,0,15,0,0,0,0.0,1
34.0,34.0,1,4.4,122,95,0,5,0,0,0,0.0,1
48.0,48.0,1,4.4,395,82,0,18,0,0,0,0.0,1
48.0,48.0,1,4.4,395,82,0,18,0,0,0,0.0,1
38.0,38.0,1,4.3,382,86,0,14,0,0,0,0.0,1
44.0,44.0,1,4.1,28,88,0,12,0,0,0,0.0,1
36.0,27.0,1,4.6,67,72,0,0,0,0,0,28.0,0
65.0,65.0,1,4.4,834,91,0,9,0,0,0,0.0,1
38.0,38.0,1,4.3,382,86,0,14,0,0,0,0.0,1
46.0,43.0,1,4.4,288,100,0,0,0,0,0,0.0,1
68.0,68.0,1,3.7,62,58,0,42,0,0,0,0.0,1
46.0,40.48,1,4.3,485,71,0,29,0,0,0,0.0,1
48.0,48.0,1,4.4,395,82,0,18,0,0,0,0.0,1
39.0,39.0,0,4.7,154,93,0,7,0,0,0,0.0,0
53.99,53.99,1,4.2,603,0,0,15,85,0,0,0.0,1
50.0,50.0,1,4.2,972,85,0,15,0,0,0,0.0,1
38.0,38.0,1,4.3,382,86,0,14,0,0,0,0.0,1
46.0,24.95,1,4.2,740,87,0,13,0,0,0,0.0,1
50.0,50.0,1,4.2,972,85,0,15,0,0,0,0.0,1
33.0,33.0,0,4.7,458,0,0,0,0,90,0,10.0,0
65.0,65.0,1,4.3,1886,80,0,20,0,0,0,0.0,1
50.0,47.5,1,4.3,414,41,0,11,48,0,0,0.0,1
48.0,48.0,1,4.4,395,82,0,18,0,0,0,0.0,1
55.0,55.0,1,4.2,603,0,0,15,85,0,0,0.0,1
38.0,22.99,1,4.3,382,86,0,14,0,0,0,0.0,1
60.0,60.0,1,4.2,158,81,0,19,0,0,0,0.0,1
13.0,8.99,0,4.2,123,82,0,0,0,0,0,18.0,0
55.0,52.0,1,4.2,603,0,0,15,85,0,0,0.0,1
44.0,44.0,1,4.1,28,88,0,12,0,0,0,0.0,1
60.0,60.0,1,4.2,158,81,0,19,0,0,0,0.0,1
65.0,65.0,1,4.4,835,91,0,9,0,0,0,0.0,1
50.0,36.99,1,4.2,972,85,0,15,0,0,0,0.0,1
65.0,65.0,1,4.3,1886,80,0,20,0,0,0,0.0,1
60.0,48.0,1,4.4,771,82,0,18,0,0,0,0.0,1
50.0,50.0,1,4.3,414,41,0,11,48,0,0,0.0,1
41.0,41.0,1,4.3,382,86,0,14,0,0,0,0.0,1
44.0,33.0,1,4.1,90,83,0,0,0,0,0,17.0,0
65.0,40.65,1,4.2,114,0,0,10,90,0,0,0.0,1
65.0,59.37,1,4.3,1886,80,0,20,0,0,0,0.0,1
38.0,38.0,1,4.5,25,79,0,0,0,0,0,21.0,0
38.0,38.0,1,4.3,382,86,0,14,0,0,0,0.0,1
46.0,46.0,1,4.3,485,72,0,0,0,0,0,28.0,0
50.0,47.44,1,4.2,972,85,0,15,0,0,0,0.0,1
34.0,29.98,1,4.4,122,95,0,5,0,0,0,0.0,1
49.97,49.97,1,4.2,972,85,0,15,0,0,0,0.0,1
38.0,16.99,1,4.5,25,79,0,0,0,0,0,21.0,0
38.0,38.0,1,4.3,382,86,0,14,0,0,0,0.0,1
60.0,60.0,1,4.4,771,82,0,18,0,0,0,0.0,1
50.0,30.0,1,4.2,972,85,0,15,0,0,0,0.0,1
60.0,60.0,1,4.4,771,82,0,18,0,0,0,0.0,1
44.0,44.0,1,4.1,28,88,0,12,0,0,0,0.0,1
38.0,21.89,1,4.3,382,86,0,14,0,0,0,0.0,1
46.0,41.4,1,4.3,485,71,0,29,0,0,0,0.0,1
50.0,50.0,1,4.2,972,85,0,15,0,0,0,0.0,1
68.0,58.55,1,4.2,96,70,0,30,0,0,0,0.0,1
65.0,65.0,1,4.3,1886,80,0,20,0,0,0,0.0,1
50.0,50.0,1,4.2,972,85,0,15,0,0,0,0.0,1
55.0,55.0,1,4.2,603,0,0,15,85,0,0,0.0,1
36.0,27.0,1,4.6,67,72,0,0,0,0,0,28.0,0
44.0,33.0,1,4.1,90,83,0,0,0,0,0,17.0,0
60.0,60.0,1,4.2,158,81,0,19,0,0,0,0.0,1
65.0,65.0,1,4.4,1162,85,0,15,0,0,0,0.0,1
38.0,21.72,1,4.3,382,86,0,14,0,0,0,0.0,1
38.0,29.66,1,4.3,382,86,0,14,0,0,0,0.0,1
60.0,60.0,1,4.2,158,81,0,19,0,0,0,0.0,1
50.0,44.5,1,4.3,414,41,0,11,48,0,0,0.0,1
72.0,35.82,1,3.8,104,72,0,28,0,0,0,0.0,1
22.0,22.0,0,4.8,6,43,0,9,48,0,0,0.0,0
38.0,28.5,1,3.8,32,71,0,0,0,0,0,29.5,0
65.0,65.0,1,4.4,834,91,0,9,0,0,0,0.0,1
65.0,47.0,1,4.3,1886,80,0,20,0,0,0,0.0,1
46.0,46.0,1,4.2,740,87,0,13,0,0,0,0.0,1
48.0,48.0,1,4.4,395,82,0,18,0,0,0,0.0,1
55.0,24.42,1,4.2,603,0,0,15,85,0,0,0.0,1
50.0,45.95,1,4.3,414,41,0,11,48,0,0,0.0,1
38.0,33.63,1,4.5,25,79,0,0,0,0,0,21.0,0
68.0,68.0,1,3.7,62,58,0,42,0,0,0,0.0,1
38.0,31.54,1,3.8,32,71,0,0,0,0,0,29.5,0
38.0,16.44,1,4.3,382,86,0,14,0,0,0,0.0,1
65.0,65.0,1,4.2,114,0,0,10,90,0,0,0.0,1
65.0,65.0,1,4.3,1886,80,0,20,0,0,0,0.0,1
36.0,27.0,1,4.6,67,72,0,0,0,0,0,28.0,0
48.0,45.0,1,4.4,395,82,0,18,0,0,0,0.0,1
65.0,65.0,1,4.4,834,91,0,9,0,0,0,0.0,1
46.0,46.0,1,4.4,288,87,0,13,0,0,0,0.0,1
60.0,60.0,1,4.4,771,100,0,0,0,0,0,0.0,1
50.0,50.0,1,4.2,972,85,0,15,0,0,0,0.0,1
48.0,48.0,1,4.4,395,82,0,18,0,0,0,0.0,1
55.0,55.0,1,4.2,603,0,0,15,85,0,0,0.0,1
65.0,44.95,1,4.2,114,0,0,10,90,0,0,0.0,1
50.0,50.0,1,4.2,972,85,0,15,0,0,0,0.0,1
68.0,68.0,1,3.7,62,58,0,42,0,0,0,0.0,1
48.0,48.0,1,4.4,395,82,0,18,0,0,0,0.0,1
65.0,65.0,1,4.4,834,91,0,9,0,0,0,0.0,1
44.0,39.6,1,4.1,15,79,0,0,0,0,0,21.5,0
65.0,65.0,1,4.4,834,91,0,9,0,0,0,0.0,1
36.0,32.05,1,4.6,67,72,0,0,0,0,0,28.0,0
55.0,55.0,1,4.2,603,0,0,15,85,0,0,0.0,1
38.0,38.0,1,4.3,382,86,0,14,0,0,0,0.0,1
36.0,36.0,1,4.6,67,72,0,0,0,0,0,28.0,0
48.0,48.0,1,4.4,395,82,0,18,0,0,0,0.0,1
50.0,50.0,1,4.1,481,0,0,0,100,0,0,0.0,1
48.4,48.4,1,4.2,972,85,0,15,0,0,0,0.0,1
46.0,46.0,1,4.2,739,87,0,13,0,0,0,0.0,1
50.0,50.0,1,4.3,414,54,0,13,33,0,0,0.0,1
48.0,48.0,1,4.4,395,82,0,18,0,0,0,0.0,1
48.0,48.0,1,4.2,972,85,0,15,0,0,0,0.0,1
60.0,51.52,1,4.2,158,81,0,19,0,0,0,0.0,1
38.0,38.0,1,4.3,382,86,0,14,0,0,0,0.0,1
50.0,50.0,1,4.1,481,0,0,0,100,0,0,0.0,1
38.0,38.0,1,4.3,382,86,0,14,0,0,0,0.0,1
60.0,60.0,1,4.4,771,82,0,18,0,0,0,0.0,1
44.0,39.95,1,4.1,90,83,0,0,0,0,0,17.0,0
38.0,25.99,1,4.3,382,86,0,14,0,0,0,0.0,1
65.0,49.43,1,4.3,1886,80,0,20,0,0,0,0.0,1
65.0,65.0,1,4.3,1886,80,0,20,0,0,0,0.0,1
60.0,60.0,1,4.4,771,100,0,0,0,0,0,0.0,1
38.0,21.89,1,4.3,382,86,0,14,0,0,0,0.0,1
38.0,38.0,1,4.3,382,86,0,14,0,0,0,0.0,1
65.0,65.0,1,4.4,1162,80,0,20,0,0,0,0.0,1
65.0,65.0,1,4.4,1162,80,0,20,0,0,0,0.0,1
46.0,46.0,1,4.3,485,71,0,29,0,0,0,0.0,1
60.0,60.0,1,4.2,158,81,0,19,0,0,0,0.0,1
38.0,33.63,1,3.8,32,71,0,0,0,0,0,29.5,0
60.0,60.0,1,4.4,771,100,0,0,0,0,0,0.0,1
65.0,65.0,1,4.3,1886,80,0,20,0,0,0,0.0,1
64.9,64.9,1,4.3,1886,80,0,20,0,0,0,0.0,1
34.28,34.28,1,4.3,382,100,0,0,0,0,0,0.0,1
25.14,25.14,0,4.3,428,0,0,0,0,95,0,5.0,0
46.0,29.95,1,4.4,288,87,0,13,0,0,0,0.0,1
44.0,36.28,1,4.1,15,79,0,0,0,0,0,21.5,0
18.0,14.0,1,4.0,515,100,0,0,0,0,0,0.0,0
46.0,46.0,1,4.3,484,71,0,29,0,0,0,0.0,1
65.0,65.0,1,4.4,834,91,0,9,0,0,0,0.0,1
33.0,33.0,0,4.7,458,0,0,0,0,90,0,10.0,0
50.0,50.0,1,4.3,414,41,0,11,48,0,0,0.0,1
38.0,16.47,1,4.3,382,86,0,14,0,0,0,0.0,1
50.0,50.0,1,4.3,414,41,0,11,48,0,0,0.0,1
38.0,38.0,1,4.3,382,86,0,14,0,0,0,0.0,1
38.0,31.54,1,3.8,32,71,0,0,0,0,0,29.5,0
50.0,50.0,1,4.1,481,0,0,0,100,0,0,0.0,1
50.0,50.0,1,4.2,972,85,0,15,0,0,0,0.0,1
49.41,49.41,1,4.1,481,0,0,0,100,0,0,0.0,1
72.0,50.4,1,3.8,104,72,0,28,0,0,0,0.0,1
38.0,25.99,1,4.3,382,86,0,14,0,0,0,0.0,1
65.0,65.0,1,4.4,1162,80,0,20,0,0,0,0.0,1
55.0,55.0,1,4.2,603,0,0,15,85,0,0,0.0,1
65.0,65.0,1,4.3,1886,80,0,20,0,0,0,0.0,1
34.0,34.0,1,4.4,122,95,0,5,0,0,0,0.0,1
38.0,25.99,1,4.3,382,86,0,14,0,0,0,0.0,1
55.0,55.0,1,4.2,603,0,0,15,85,0,0,0.0,1
65.0,54.5,1,4.3,1886,80,0,20,0,0,0,0.0,1
72.0,50.4,1,3.8,104,72,0,28,0,0,0,0.0,1
60.0,60.0,1,4.4,771,82,0,18,0,0,0,0.0,1
50.0,50.0,1,4.1,481,0,0,0,100,0,0,0.0,1
65.0,65.0,1,4.4,1162,80,0,20,0,0,0,0.0,1
60.0,50.88,1,4.2,158,81,0,19,0,0,0,0.0,1
46.0,29.99,1,4.4,288,87,0,13,0,0,0,0.0,1
38.0,38.0,1,3.8,32,71,0,0,0,0,0,29.5,0
38.0,30.99,1,4.5,25,79,0,0,0,0,0,21.0,0
65.0,65.0,1,4.3,1886,80,0,20,0,0,0,0.0,1
60.0,44.99,1,4.4,771,100,0,0,0,0,0,0.0,1
65.0,65.0,1,4.3,1886,80,0,20,0,0,0,0.0,1
46.0,46.0,1,4.3,485,71,0,29,0,0,0,0.0,1
48.0,48.0,1,4.4,395,82,0,18,0,0,0,0.0,1
48.0,44.89,1,4.4,395,82,0,18,0,0,0,0.0,1
55.0,55.0,1,4.2,603,0,0,15,85,0,0,0.0,1
38.0,34.18,1,4.3,382,86,0,14,0,0,0,0.0,1
50.0,50.0,1,4.2,972,85,0,15,0,0,0,0.0,1
38.0,30.99,1,4.5,25,79,0,0,0,0,0,21.0,0
38.0,38.0,1,4.3,382,86,0,14,0,0,0,0.0,1
50.0,50.0,1,4.2,972,85,0,15,0,0,0,0.0,1
46.0,46.0,1,4.4,288,87,0,13,0,0,0,0.0,1
38.0,38.0,1,4.3,382,86,0,14,0,0,0,0.0,1
50.0,50.0,1,4.2,972,85,0,15,0,0,0,0.0,1
55.0,35.0,1,4.2,603,0,0,15,85,0,0,0.0,1
65.0,65.0,1,4.3,1886,80,0,20,0,0,0,0.0,1
50.0,50.0,1,4.2,972,85,0,15,0,0,0,0.0,1
44.95,44.95,1,4.2,114,0,0,10,90,0,0,0.0,1
50.0,50.0,1,4.2,972,85,0,15,0,0,0,0.0,1
38.0,29.35,1,4.3,382,100,0,0,0,0,0,0.0,1
65.0,43.02,1,4.2,114,0,0,10,90,0,0,0.0,1
55.0,55.0,1,4.2,603,0,0,15,85,0,0,0.0,1
68.0,50.0,1,3.7,62,58,0,42,0,0,0,0.0,1
68.0,59.99,1,4.2,96,70,0,30,0,0,0,0.0,1
38.0,33.63,1,3.8,32,71,0,0,0,0,0,29.5,0
46.0,41.4,1,4.3,485,71,0,29,0,0,0,0.0,1
60.0,60.0,1,4.4,771,82,0,18,0,0,0,0.0,1
65.0,65.0,1,4.4,834,91,0,9,0,0,0,0.0,1
46.0,46.0,1,4.2,740,87,0,13,0,0,0,0.0,1
60.0,60.0,1,4.4,771,82,0,18,0,0,0,0.0,1
46.0,34.5,1,4.3,485,71,0,29,0,0,0,0.0,1
50.0,29.95,1,4.3,414,41,0,11,48,0,0,0.0,1
65.0,65.0,1,4.2,114,0,0,10,90,0,0,0.0,1
64.98,64.98,1,4.3,1886,80,0,20,0,0,0,0.0,1
65.0,65.0,1,4.4,1162,80,0,20,0,0,0,0.0,1
65.0,65.0,1,4.3,1886,80,0,20,0,0,0,0.0,1
65.0,65.0,1,4.4,1162,80,0,20,0,0,0,0.0,1
48.0,48.0,1,4.4,395,82,0,18,0,0,0,0.0,1
